ID,Total %,Bound,OP Code,Device,Device Time,Op-to-Op Gap,Cores,DRAM,DRAM %,FLOPs,FLOPs %,Math Fidelity,Output Datatype,Input 0 Datatype,Input 1 Datatype,DRAM Sharded,Input 0 Memory,Inner Dim Block Size,Output Subblock H,Output Subblock W,Global Call Count,Advice,Raw OP Code
20827,2.197153978665329,,LayerNormDeviceOperation,0,26.185,,1,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_7_DRAM_INTERLEAVED,,,,6838272.0,,LayerNormDeviceOperation
20828,4.673724522117962,DRAM,MatmulDeviceOperation 32 x 2048 x 9216,0,55.17,0.53,96.0,355.1796991118361,69.37103498278049,21.89522479608483,8.249249793567358,HiFi2 BF16 x BFP8 => BF16,BFLOAT16,BFLOAT16,BFLOAT8_B,False,DEV_10_DRAM_INTERLEAVED,2,1,3,6839296.0,Try a DRAM-sharded program config (MatmulMultiCoreReuseMultiCastDRAMShardedProgramConfig) to improve throughput further • If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy,MatmulDeviceOperation
20829,0.34100568147015076,,SliceDeviceOperation,0,3.541,0.523,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6840320.0,,SliceDeviceOperation
20830,0.18812370518112154,,SliceDeviceOperation,0,1.695,0.547,16,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6841344.0,,SliceDeviceOperation
20831,0.18996970050404066,,SliceDeviceOperation,0,1.684,0.58,16,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6842368.0,,SliceDeviceOperation
20832,0.9572324838118799,,ReshapeViewDeviceOperation,0,10.814,0.594,16,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6843392.0,,ReshapeViewDeviceOperation
20833,0.14046346229848236,,SliceDeviceOperation,0,1.088,0.586,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6844416.0,,SliceDeviceOperation
20834,0.1905570626522422,,SliceDeviceOperation,0,1.167,1.104,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6845440.0,,SliceDeviceOperation
20835,0.3686117024356231,,ReshapeViewDeviceOperation,0,3.916,0.477,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6846464.0,,ReshapeViewDeviceOperation
20836,0.2944362540056001,,ReshapeViewDeviceOperation,0,2.413,1.096,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6847488.0,,ReshapeViewDeviceOperation
20837,0.28956953906335875,,ReshapeViewDeviceOperation,0,2.51,0.941,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6848512.0,,ReshapeViewDeviceOperation
20838,0.614716442532068,,LayerNormDeviceOperation,0,6.034,1.292,1,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_10_DRAM_INTERLEAVED,,,,6849536.0,,LayerNormDeviceOperation
20839,0.62965222287205,,LayerNormDeviceOperation,0,5.99,1.514,1,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_10_DRAM_INTERLEAVED,,,,6850560.0,,LayerNormDeviceOperation
20840,0.1900536093823552,,SliceDeviceOperation,0,1.647,0.618,2,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6851584.0,,SliceDeviceOperation
20841,0.1892145205992101,,SliceDeviceOperation,0,1.616,0.639,6,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6852608.0,,SliceDeviceOperation
20842,0.4239076532448822,,RotaryEmbeddingDeviceOperation,0,3.54,1.512,1,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_10_DRAM_INTERLEAVED,,,,6853632.0,,RotaryEmbeddingDeviceOperation
20843,0.19206742246190334,,SliceDeviceOperation,0,1.665,0.624,2,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6854656.0,,SliceDeviceOperation
20844,0.19659850189088662,,ConcatDeviceOperation,0,1.732,0.611,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_10_DRAM_INTERLEAVED,,,,6855680.0,,ConcatDeviceOperation
20845,0.18845934069437956,,SliceDeviceOperation,0,1.598,0.648,2,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6856704.0,,SliceDeviceOperation
20846,0.18963406499078267,,SliceDeviceOperation,0,1.596,0.664,6,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6857728.0,,SliceDeviceOperation
20847,0.44094115554272684,,RotaryEmbeddingDeviceOperation,0,3.736,1.519,1,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_10_DRAM_INTERLEAVED,,,,6858752.0,,RotaryEmbeddingDeviceOperation
20848,0.18871106732932305,,SliceDeviceOperation,0,1.636,0.613,2,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6859776.0,,SliceDeviceOperation
20849,0.20759056495008688,,ConcatDeviceOperation,0,1.836,0.638,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_10_DRAM_INTERLEAVED,,,,6860800.0,,ConcatDeviceOperation
20850,0.46577818352382055,,FillPadDeviceOperation,0,4.93,0.621,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6861824.0,,FillPadDeviceOperation
20851,0.18678116312808946,,InterleavedToShardedDeviceOperation,0,0.687,1.539,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6862848.0,,InterleavedToShardedDeviceOperation
20852,0.4609953774598937,,FillPadDeviceOperation,0,4.887,0.607,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6863872.0,,FillPadDeviceOperation
20853,0.18325699023888023,,InterleavedToShardedDeviceOperation,0,0.673,1.511,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6864896.0,,InterleavedToShardedDeviceOperation
20854,0.4845737722662698,,PagedUpdateCacheDeviceOperation,0,4.228,1.547,1,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_10_DRAM_INTERLEAVED,,,,6865920.0,,PagedUpdateCacheDeviceOperation
20855,0.46242182839124024,,PagedUpdateCacheDeviceOperation,0,4.028,1.483,1,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_10_DRAM_INTERLEAVED,,,,6866944.0,,PagedUpdateCacheDeviceOperation
20856,1.14048947405076,,SdpaDecodeDeviceOperation,0,10.851,2.741,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_10_DRAM_INTERLEAVED,,,,6867968.0,,SdpaDecodeDeviceOperation
20857,0.35208165340766545,,ReshapeViewDeviceOperation,0,3.671,0.525,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_10_DRAM_INTERLEAVED,,,,6868992.0,,ReshapeViewDeviceOperation
20858,0.5125154287450001,,BinaryNgDeviceOperation,0,5.592,0.516,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_4_DRAM_INTERLEAVED,,,,6870016.0,,BinaryNgDeviceOperation
20859,6.25926668674886,SLOW,MatmulDeviceOperation 32 x 4096 x 2048,0,74.065,0.531,64.0,118.56914872071827,23.15803685951529,7.248645271045703,4.096501821473131,HiFi2 BF16 x BFP8 => BF16,BFLOAT16,BFLOAT16,BFLOAT8_B,False,DEV_7_DRAM_INTERLEAVED,2,1,1,6871040.0,"If possible place input 0 in L1 (currently in DEV_7_DRAM_INTERLEAVED) • Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible • If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy",MatmulDeviceOperation
20860,0.25407608353632294,,BinaryNgDeviceOperation,0,2.483,0.545,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_1_DRAM_INTERLEAVED,,,,6872064.0,,BinaryNgDeviceOperation
20861,2.2466602168708873,,LayerNormDeviceOperation,0,26.098,0.677,1,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_7_DRAM_INTERLEAVED,,,,6873088.0,,LayerNormDeviceOperation
20862,2.187168822145903,SLOW,MatmulDeviceOperation 32 x 2048 x 256,0,25.53,0.536,8.0,46.848100274187225,9.150019584802193,1.3143138268703487,5.942174058116087,HiFi2 BF16 x BF16 => BF16,BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_7_DRAM_INTERLEAVED,2,1,1,6874112.0,"If possible place input 0 in L1 (currently in DEV_7_DRAM_INTERLEAVED) • Output subblock 1x1 is small, try out_subblock_h * out_subblock_w >= 2 if possible • If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy",MatmulDeviceOperation
20863,0.600451933218602,,SoftmaxDeviceOperation,0,6.621,0.535,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_7_DRAM_INTERLEAVED,,,,6875136.0,,SoftmaxDeviceOperation
20864,0.4612471040948372,,FillPadDeviceOperation,0,4.89,0.607,8,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_7_DRAM_INTERLEAVED,,,,6876160.0,,FillPadDeviceOperation
20865,3.9022662948943974,,TopKDeviceOperation,0,44.867,1.639,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_7_DRAM_INTERLEAVED,,,,6877184.0,,TopKDeviceOperation
20866,0.18770416078954905,,SliceDeviceOperation,0,0.737,1.5,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_7_DRAM_INTERLEAVED,,,,6878208.0,,SliceDeviceOperation
20867,0.1891306117208956,,SliceDeviceOperation,0,0.75,1.504,1,,,,,UINT16 => UINT16,UINT16,UINT16,nan,False,DEV_7_DRAM_INTERLEAVED,,,,6879232.0,,SliceDeviceOperation
20868,0.9846706870207231,,FillPadDeviceOperation,0,10.218,1.517,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_7_DRAM_INTERLEAVED,,,,6880256.0,,FillPadDeviceOperation
20869,0.23100114199983393,,ReduceDeviceOperation,0,1.259,1.494,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,6881280.0,,ReduceDeviceOperation
20870,0.33345388242184526,,BinaryNgDeviceOperation,0,3.454,0.52,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_7_DRAM_INTERLEAVED,,,,6882304.0,,BinaryNgDeviceOperation
20871,0.21363200418873127,,UnaryDeviceOperation,0,2.032,0.514,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,6883328.0,,UnaryDeviceOperation
20872,0.47677024658302075,,UntilizeWithUnpaddingDeviceOperation,0,4.169,1.513,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_2_DRAM_INTERLEAVED,,,,6884352.0,,UntilizeWithUnpaddingDeviceOperation
20873,0.22747696911062468,,UntilizeWithUnpaddingDeviceOperation,0,1.21,1.501,1,,,,,UINT16 => UINT16,UINT16,UINT16,nan,False,DEV_7_DRAM_INTERLEAVED,,,,6885376.0,,UntilizeWithUnpaddingDeviceOperation
20874,0.22462406724793144,,UntilizeWithUnpaddingDeviceOperation,0,1.17,1.507,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_7_DRAM_INTERLEAVED,,,,6886400.0,,UntilizeWithUnpaddingDeviceOperation
