config_id,precision_config,weight_groups,layer_exceptions,compute_fidelities,activation_dtype,residual_dtype,ccl_dtype,kv_cache_dtype,logits_dtype,sampling_dtype,runtime_consumption,top1,top5,top100,token_count,ttft_ms,trace_verified_teacher_forcing_decode_t/s/u,teacher_forcing_e2e_t/s/u,trace_verified,trace_counters,measurement_regime,command,git_commit,hardware,mesh,reference,pass,status
activation_bfp8_residual_bf16,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/activation_bfp8_residual_bf16.json,"{""attention_output"": ""bfloat8_b"", ""attention_prefill"": ""bfloat8_b"", ""attention_qkv"": ""bfloat8_b"", ""lm_head"": ""bfloat16"", ""mlp_down"": ""bfloat4_b"", ""mlp_gate_up"": ""bfloat4_b""}",[],"{""attention_output"": ""LoFi"", ""attention_qkv"": ""LoFi"", ""lm_head"": ""HiFi2"", ""mlp_down"": ""LoFi"", ""mlp_gate_up"": ""LoFi""}",bfloat8_b,bfloat16,"{""decode"": ""bfloat8_b"", ""prefill"": ""bfloat16""}",bfloat8_b,bfloat16,float32,"{""cache_update_input_dtype"": ""bfloat16"", ""mlp_packed_gate_up_in0_block_w"": 12, ""physical_lm_head_weight_dtype"": ""bfloat16"", ""physical_weight_dtypes"": {""attention_output"": ""bfloat8_b"", ""attention_prefill_output"": ""bfloat8_b"", ""attention_prefill_qkv"": ""bfloat8_b"", ""attention_qkv"": ""bfloat8_b"", ""mlp_decode_down"": ""bfloat4_b"", ""mlp_decode_gate_up"": ""bfloat4_b"", ""mlp_prefill_down"": ""bfloat4_b"", ""mlp_prefill_gate_up"": ""bfloat4_b""}, ""qkv_split_input_dtype"": ""bfloat16"", ""sampling"": {""gather_values_dtype"": ""float32""}}",0.89,1.0,1.0,100,973.5218612477183,22.982903144668448,18.935422783271424,True,"{""full_logits_readbacks"": 0, ""model_trace_replays"": 99, ""page_table_refreshes"": 0, ""position_host_refreshes"": 2, ""rope_host_refreshes"": 2, ""sampled_token_readbacks"": 100, ""synchronizations"": 3, ""token_host_refreshes"": 98}",full-60-layer batch-1 traced teacher forcing; AIME24 149-token prompt; 100 reference tokens,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/tests/run_datatype_same_weights_group.py --model-dir /home/odjuricic/.cache/huggingface/hub/models--google--gemma-4-31B/snapshots/d77cb0be8ad40327cc1c6b70eff4b3f0be35bee3 --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/activation_bfp8_residual_bf16.json --reference models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt --output-dir models/autoports/google_gemma_4_31b/doc/datatype_sweep/candidates --tensor-cache /tmp/gemma4_31b_full_model_tensor_cache # candidate=activation_bfp8_residual_bf16,727b333b7bf0a62cebcd01afcc9ff64c796deffa,4x Blackhole P150b,"MeshShape(1,4) TP4 FABRIC_1D",/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt,False,fail_accuracy
attention_bfp8_hifi2,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_bfp8_hifi2.json,"{""attention_output"": ""bfloat8_b"", ""attention_prefill"": ""bfloat8_b"", ""attention_qkv"": ""bfloat8_b"", ""lm_head"": ""bfloat16"", ""mlp_down"": ""bfloat4_b"", ""mlp_gate_up"": ""bfloat4_b""}",[],"{""attention_output"": ""HiFi2"", ""attention_qkv"": ""HiFi2"", ""lm_head"": ""HiFi2"", ""mlp_down"": ""LoFi"", ""mlp_gate_up"": ""LoFi""}",bfloat16,bfloat16,"{""decode"": ""bfloat8_b"", ""prefill"": ""bfloat16""}",bfloat8_b,bfloat16,float32,"{""cache_update_input_dtype"": ""bfloat16"", ""mlp_packed_gate_up_in0_block_w"": 12, ""physical_lm_head_weight_dtype"": null, ""physical_weight_dtypes"": null, ""qkv_split_input_dtype"": ""bfloat16"", ""sampling"": {""gather_values_dtype"": ""float32""}}",0.9,1.0,1.0,100,449.041485786438,22.72790666056113,20.81184481355104,True,"{""full_logits_readbacks"": 0, ""model_trace_replays"": 99, ""page_table_refreshes"": 0, ""position_host_refreshes"": 2, ""rope_host_refreshes"": 2, ""sampled_token_readbacks"": 100, ""synchronizations"": 3, ""token_host_refreshes"": 98}",full-60-layer batch-1 traced teacher forcing; AIME24 149-token prompt; 100 reference tokens,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/tests/run_datatype_same_weights_group.py --model-dir /home/odjuricic/.cache/huggingface/hub/models--google--gemma-4-31B/snapshots/d77cb0be8ad40327cc1c6b70eff4b3f0be35bee3 --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/baseline_bfp8attn_bfp4mlp_lofi_bf16lm.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_bfp8_hifi2.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/mlp_bfp4_hifi2.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/decode_ccl_bf16.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/residual_activation_bfp8.json --reference models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt --output-dir models/autoports/google_gemma_4_31b/doc/datatype_sweep/candidates --tensor-cache /tmp/gemma4_31b_full_model_tensor_cache # candidate=attention_bfp8_hifi2,727b333b7bf0a62cebcd01afcc9ff64c796deffa,4x Blackhole P150b,"MeshShape(1,4) TP4 FABRIC_1D",/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt,True,pass
attention_output_bfp4_hifi2,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_output_bfp4_hifi2.json,"{""attention_output"": ""bfloat4_b"", ""attention_prefill"": ""bfloat8_b"", ""attention_qkv"": ""bfloat8_b"", ""lm_head"": ""bfloat16"", ""mlp_down"": ""bfloat4_b"", ""mlp_gate_up"": ""bfloat4_b""}",[],"{""attention_output"": ""HiFi2"", ""attention_qkv"": ""LoFi"", ""lm_head"": ""HiFi2"", ""mlp_down"": ""LoFi"", ""mlp_gate_up"": ""LoFi""}",bfloat16,bfloat16,"{""decode"": ""bfloat8_b"", ""prefill"": ""bfloat16""}",bfloat8_b,bfloat16,float32,"{""cache_update_input_dtype"": ""bfloat16"", ""mlp_packed_gate_up_in0_block_w"": 12, ""physical_lm_head_weight_dtype"": null, ""physical_weight_dtypes"": null, ""qkv_split_input_dtype"": ""bfloat16"", ""sampling"": {""gather_values_dtype"": ""float32""}}",0.91,1.0,1.0,100,449.8097221367061,23.78897391959793,21.685223499812064,True,"{""full_logits_readbacks"": 0, ""model_trace_replays"": 99, ""page_table_refreshes"": 0, ""position_host_refreshes"": 2, ""rope_host_refreshes"": 2, ""sampled_token_readbacks"": 100, ""synchronizations"": 3, ""token_host_refreshes"": 98}",full-60-layer batch-1 traced teacher forcing; AIME24 149-token prompt; 100 reference tokens,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/tests/run_datatype_same_weights_group.py --model-dir /home/odjuricic/.cache/huggingface/hub/models--google--gemma-4-31B/snapshots/d77cb0be8ad40327cc1c6b70eff4b3f0be35bee3 --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_output_bfp4_lofi.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_output_bfp4_hifi2.json --reference models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt --output-dir models/autoports/google_gemma_4_31b/doc/datatype_sweep/candidates --tensor-cache /tmp/gemma4_31b_full_model_tensor_cache # candidate=attention_output_bfp4_hifi2,727b333b7bf0a62cebcd01afcc9ff64c796deffa,4x Blackhole P150b,"MeshShape(1,4) TP4 FABRIC_1D",/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt,True,pass
attention_output_bfp4_lofi,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_output_bfp4_lofi.json,"{""attention_output"": ""bfloat4_b"", ""attention_prefill"": ""bfloat8_b"", ""attention_qkv"": ""bfloat8_b"", ""lm_head"": ""bfloat16"", ""mlp_down"": ""bfloat4_b"", ""mlp_gate_up"": ""bfloat4_b""}",[],"{""attention_output"": ""LoFi"", ""attention_qkv"": ""LoFi"", ""lm_head"": ""HiFi2"", ""mlp_down"": ""LoFi"", ""mlp_gate_up"": ""LoFi""}",bfloat16,bfloat16,"{""decode"": ""bfloat8_b"", ""prefill"": ""bfloat16""}",bfloat8_b,bfloat16,float32,"{""cache_update_input_dtype"": ""bfloat16"", ""mlp_packed_gate_up_in0_block_w"": 12, ""physical_lm_head_weight_dtype"": null, ""physical_weight_dtypes"": null, ""qkv_split_input_dtype"": ""bfloat16"", ""sampling"": {""gather_values_dtype"": ""float32""}}",0.91,1.0,1.0,100,848.1994490139186,23.17627224224619,19.531859417341906,True,"{""full_logits_readbacks"": 0, ""model_trace_replays"": 99, ""page_table_refreshes"": 0, ""position_host_refreshes"": 2, ""rope_host_refreshes"": 2, ""sampled_token_readbacks"": 100, ""synchronizations"": 3, ""token_host_refreshes"": 98}",full-60-layer batch-1 traced teacher forcing; AIME24 149-token prompt; 100 reference tokens,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/tests/run_datatype_same_weights_group.py --model-dir /home/odjuricic/.cache/huggingface/hub/models--google--gemma-4-31B/snapshots/d77cb0be8ad40327cc1c6b70eff4b3f0be35bee3 --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_output_bfp4_lofi.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_output_bfp4_hifi2.json --reference models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt --output-dir models/autoports/google_gemma_4_31b/doc/datatype_sweep/candidates --tensor-cache /tmp/gemma4_31b_full_model_tensor_cache # candidate=attention_output_bfp4_lofi,727b333b7bf0a62cebcd01afcc9ff64c796deffa,4x Blackhole P150b,"MeshShape(1,4) TP4 FABRIC_1D",/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt,True,pass
attention_output_bfp8_hifi2,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_output_bfp8_hifi2.json,"{""attention_output"": ""bfloat8_b"", ""attention_prefill"": ""bfloat8_b"", ""attention_qkv"": ""bfloat8_b"", ""lm_head"": ""bfloat16"", ""mlp_down"": ""bfloat4_b"", ""mlp_gate_up"": ""bfloat4_b""}",[],"{""attention_output"": ""HiFi2"", ""attention_qkv"": ""LoFi"", ""lm_head"": ""HiFi2"", ""mlp_down"": ""LoFi"", ""mlp_gate_up"": ""LoFi""}",bfloat16,bfloat16,"{""decode"": ""bfloat8_b"", ""prefill"": ""bfloat16""}",bfloat8_b,bfloat16,float32,"{""cache_update_input_dtype"": ""bfloat16"", ""mlp_packed_gate_up_in0_block_w"": 12, ""physical_lm_head_weight_dtype"": ""bfloat16"", ""physical_weight_dtypes"": {""attention_output"": ""bfloat8_b"", ""attention_prefill_output"": ""bfloat8_b"", ""attention_prefill_qkv"": ""bfloat8_b"", ""attention_qkv"": ""bfloat8_b"", ""mlp_decode_down"": ""bfloat4_b"", ""mlp_decode_gate_up"": ""bfloat4_b"", ""mlp_prefill_down"": ""bfloat4_b"", ""mlp_prefill_gate_up"": ""bfloat4_b""}, ""qkv_split_input_dtype"": ""bfloat16"", ""sampling"": {""gather_values_dtype"": ""float32""}}",0.9,1.0,1.0,100,856.934207957238,22.463623753965983,18.99663831495604,True,"{""full_logits_readbacks"": 0, ""model_trace_replays"": 99, ""page_table_refreshes"": 0, ""position_host_refreshes"": 2, ""rope_host_refreshes"": 2, ""sampled_token_readbacks"": 100, ""synchronizations"": 3, ""token_host_refreshes"": 98}",full-60-layer batch-1 traced teacher forcing; AIME24 149-token prompt; 100 reference tokens,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/tests/run_datatype_same_weights_group.py --model-dir /home/odjuricic/.cache/huggingface/hub/models--google--gemma-4-31B/snapshots/d77cb0be8ad40327cc1c6b70eff4b3f0be35bee3 --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_output_bfp8_hifi2.json --reference models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt --output-dir models/autoports/google_gemma_4_31b/doc/datatype_sweep/candidates --tensor-cache /tmp/gemma4_31b_full_model_tensor_cache # candidate=attention_output_bfp8_hifi2,727b333b7bf0a62cebcd01afcc9ff64c796deffa,4x Blackhole P150b,"MeshShape(1,4) TP4 FABRIC_1D",/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt,True,pass
attention_qkv_bfp4_hifi2,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_qkv_bfp4_hifi2.json,"{""attention_output"": ""bfloat8_b"", ""attention_prefill"": ""bfloat8_b"", ""attention_qkv"": ""bfloat4_b"", ""lm_head"": ""bfloat16"", ""mlp_down"": ""bfloat4_b"", ""mlp_gate_up"": ""bfloat4_b""}",[],"{""attention_output"": ""LoFi"", ""attention_qkv"": ""HiFi2"", ""lm_head"": ""HiFi2"", ""mlp_down"": ""LoFi"", ""mlp_gate_up"": ""LoFi""}",bfloat16,bfloat16,"{""decode"": ""bfloat8_b"", ""prefill"": ""bfloat16""}",bfloat8_b,bfloat16,float32,"{""cache_update_input_dtype"": ""bfloat16"", ""mlp_packed_gate_up_in0_block_w"": 12, ""physical_lm_head_weight_dtype"": null, ""physical_weight_dtypes"": null, ""qkv_split_input_dtype"": ""bfloat16"", ""sampling"": {""gather_values_dtype"": ""float32""}}",0.89,1.0,1.0,100,457.35260797664523,22.907409368534434,20.924292680125777,True,"{""full_logits_readbacks"": 0, ""model_trace_replays"": 99, ""page_table_refreshes"": 0, ""position_host_refreshes"": 2, ""rope_host_refreshes"": 2, ""sampled_token_readbacks"": 100, ""synchronizations"": 3, ""token_host_refreshes"": 98}",full-60-layer batch-1 traced teacher forcing; AIME24 149-token prompt; 100 reference tokens,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/tests/run_datatype_same_weights_group.py --model-dir /home/odjuricic/.cache/huggingface/hub/models--google--gemma-4-31B/snapshots/d77cb0be8ad40327cc1c6b70eff4b3f0be35bee3 --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_qkv_bfp4_lofi.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_qkv_bfp4_hifi2.json --reference models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt --output-dir models/autoports/google_gemma_4_31b/doc/datatype_sweep/candidates --tensor-cache /tmp/gemma4_31b_full_model_tensor_cache # candidate=attention_qkv_bfp4_hifi2,727b333b7bf0a62cebcd01afcc9ff64c796deffa,4x Blackhole P150b,"MeshShape(1,4) TP4 FABRIC_1D",/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt,False,fail_accuracy
attention_qkv_bfp4_lofi,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_qkv_bfp4_lofi.json,"{""attention_output"": ""bfloat8_b"", ""attention_prefill"": ""bfloat8_b"", ""attention_qkv"": ""bfloat4_b"", ""lm_head"": ""bfloat16"", ""mlp_down"": ""bfloat4_b"", ""mlp_gate_up"": ""bfloat4_b""}",[],"{""attention_output"": ""LoFi"", ""attention_qkv"": ""LoFi"", ""lm_head"": ""HiFi2"", ""mlp_down"": ""LoFi"", ""mlp_gate_up"": ""LoFi""}",bfloat16,bfloat16,"{""decode"": ""bfloat8_b"", ""prefill"": ""bfloat16""}",bfloat8_b,bfloat16,float32,"{""cache_update_input_dtype"": ""bfloat16"", ""mlp_packed_gate_up_in0_block_w"": 12, ""physical_lm_head_weight_dtype"": null, ""physical_weight_dtypes"": null, ""qkv_split_input_dtype"": ""bfloat16"", ""sampling"": {""gather_values_dtype"": ""float32""}}",0.89,1.0,1.0,100,856.5726079978049,23.06178425130573,19.419667121738236,True,"{""full_logits_readbacks"": 0, ""model_trace_replays"": 99, ""page_table_refreshes"": 0, ""position_host_refreshes"": 2, ""rope_host_refreshes"": 2, ""sampled_token_readbacks"": 100, ""synchronizations"": 3, ""token_host_refreshes"": 98}",full-60-layer batch-1 traced teacher forcing; AIME24 149-token prompt; 100 reference tokens,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/tests/run_datatype_same_weights_group.py --model-dir /home/odjuricic/.cache/huggingface/hub/models--google--gemma-4-31B/snapshots/d77cb0be8ad40327cc1c6b70eff4b3f0be35bee3 --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_qkv_bfp4_lofi.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_qkv_bfp4_hifi2.json --reference models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt --output-dir models/autoports/google_gemma_4_31b/doc/datatype_sweep/candidates --tensor-cache /tmp/gemma4_31b_full_model_tensor_cache # candidate=attention_qkv_bfp4_lofi,727b333b7bf0a62cebcd01afcc9ff64c796deffa,4x Blackhole P150b,"MeshShape(1,4) TP4 FABRIC_1D",/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt,False,fail_accuracy
baseline_bfp8attn_bfp4mlp_lofi_bf16lm,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/baseline_bfp8attn_bfp4mlp_lofi_bf16lm.json,"{""attention_output"": ""bfloat8_b"", ""attention_prefill"": ""bfloat8_b"", ""attention_qkv"": ""bfloat8_b"", ""lm_head"": ""bfloat16"", ""mlp_down"": ""bfloat4_b"", ""mlp_gate_up"": ""bfloat4_b""}",[],"{""attention_output"": ""LoFi"", ""attention_qkv"": ""LoFi"", ""lm_head"": ""HiFi2"", ""mlp_down"": ""LoFi"", ""mlp_gate_up"": ""LoFi""}",bfloat16,bfloat16,"{""decode"": ""bfloat8_b"", ""prefill"": ""bfloat16""}",bfloat8_b,bfloat16,float32,"{""cache_update_input_dtype"": ""bfloat16"", ""mlp_packed_gate_up_in0_block_w"": 12, ""physical_lm_head_weight_dtype"": null, ""physical_weight_dtypes"": null, ""qkv_split_input_dtype"": ""bfloat16"", ""sampling"": {""gather_values_dtype"": ""float32""}}",0.91,1.0,1.0,100,898.4112311154604,23.139082344511007,19.316505338204255,True,"{""full_logits_readbacks"": 0, ""model_trace_replays"": 99, ""page_table_refreshes"": 0, ""position_host_refreshes"": 2, ""rope_host_refreshes"": 2, ""sampled_token_readbacks"": 100, ""synchronizations"": 3, ""token_host_refreshes"": 98}",full-60-layer batch-1 traced teacher forcing; AIME24 149-token prompt; 100 reference tokens,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/tests/run_datatype_same_weights_group.py --model-dir /home/odjuricic/.cache/huggingface/hub/models--google--gemma-4-31B/snapshots/d77cb0be8ad40327cc1c6b70eff4b3f0be35bee3 --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/baseline_bfp8attn_bfp4mlp_lofi_bf16lm.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_bfp8_hifi2.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/mlp_bfp4_hifi2.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/decode_ccl_bf16.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/residual_activation_bfp8.json --reference models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt --output-dir models/autoports/google_gemma_4_31b/doc/datatype_sweep/candidates --tensor-cache /tmp/gemma4_31b_full_model_tensor_cache # candidate=baseline_bfp8attn_bfp4mlp_lofi_bf16lm,727b333b7bf0a62cebcd01afcc9ff64c796deffa,4x Blackhole P150b,"MeshShape(1,4) TP4 FABRIC_1D",/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt,True,pass
canonical_accuracy_bfp8_hifi2_bf16commcache,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/canonical_accuracy_bfp8_hifi2_bf16commcache.json,"{""attention_output"": ""bfloat8_b"", ""attention_prefill"": ""bfloat8_b"", ""attention_qkv"": ""bfloat8_b"", ""lm_head"": ""bfloat16"", ""mlp_down"": ""bfloat8_b"", ""mlp_gate_up"": ""bfloat8_b""}",[],"{""attention_output"": ""HiFi2"", ""attention_qkv"": ""HiFi2"", ""lm_head"": ""HiFi2"", ""mlp_down"": ""HiFi2"", ""mlp_gate_up"": ""HiFi2""}",bfloat16,bfloat16,"{""decode"": ""bfloat16"", ""prefill"": ""bfloat16""}",bfloat16,bfloat16,float32,"{""cache_update_input_dtype"": ""bfloat16"", ""mlp_packed_gate_up_in0_block_w"": 6, ""physical_lm_head_weight_dtype"": null, ""physical_weight_dtypes"": null, ""qkv_split_input_dtype"": ""bfloat16"", ""sampling"": {""gather_values_dtype"": ""float32""}}",0.93,1.0,1.0,100,862.249962054193,17.799486294487355,15.566039243092963,True,"{""full_logits_readbacks"": 0, ""model_trace_replays"": 99, ""page_table_refreshes"": 0, ""position_host_refreshes"": 2, ""rope_host_refreshes"": 2, ""sampled_token_readbacks"": 100, ""synchronizations"": 3, ""token_host_refreshes"": 98}",full-60-layer batch-1 traced teacher forcing; AIME24 149-token prompt; 100 reference tokens,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/tests/run_datatype_same_weights_group.py --model-dir /home/odjuricic/.cache/huggingface/hub/models--google--gemma-4-31B/snapshots/d77cb0be8ad40327cc1c6b70eff4b3f0be35bee3 --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/canonical_accuracy_bfp8_hifi2_bf16commcache.json --reference models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt --output-dir models/autoports/google_gemma_4_31b/doc/datatype_sweep/candidates --tensor-cache /tmp/gemma4_31b_full_model_tensor_cache # candidate=canonical_accuracy_bfp8_hifi2_bf16commcache,727b333b7bf0a62cebcd01afcc9ff64c796deffa,4x Blackhole P150b,"MeshShape(1,4) TP4 FABRIC_1D",/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt,True,pass
decode_ccl_bf16,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/decode_ccl_bf16.json,"{""attention_output"": ""bfloat8_b"", ""attention_prefill"": ""bfloat8_b"", ""attention_qkv"": ""bfloat8_b"", ""lm_head"": ""bfloat16"", ""mlp_down"": ""bfloat4_b"", ""mlp_gate_up"": ""bfloat4_b""}",[],"{""attention_output"": ""LoFi"", ""attention_qkv"": ""LoFi"", ""lm_head"": ""HiFi2"", ""mlp_down"": ""LoFi"", ""mlp_gate_up"": ""LoFi""}",bfloat16,bfloat16,"{""decode"": ""bfloat16"", ""prefill"": ""bfloat16""}",bfloat8_b,bfloat16,float32,"{""cache_update_input_dtype"": ""bfloat16"", ""mlp_packed_gate_up_in0_block_w"": 12, ""physical_lm_head_weight_dtype"": null, ""physical_weight_dtypes"": null, ""qkv_split_input_dtype"": ""bfloat16"", ""sampling"": {""gather_values_dtype"": ""float32""}}",0.91,1.0,1.0,100,447.17123499140143,23.98767748862588,21.861104061539923,True,"{""full_logits_readbacks"": 0, ""model_trace_replays"": 99, ""page_table_refreshes"": 0, ""position_host_refreshes"": 2, ""rope_host_refreshes"": 2, ""sampled_token_readbacks"": 100, ""synchronizations"": 3, ""token_host_refreshes"": 98}",full-60-layer batch-1 traced teacher forcing; AIME24 149-token prompt; 100 reference tokens,/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/tests/run_datatype_same_weights_group.py --model-dir /home/odjuricic/.cache/huggingface/hub/models--google--gemma-4-31B/snapshots/d77cb0be8ad40327cc1c6b70eff4b3f0be35bee3 --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/baseline_bfp8attn_bfp4mlp_lofi_bf16lm.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/attention_bfp8_hifi2.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/mlp_bfp4_hifi2.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/decode_ccl_bf16.json --precision-config models/autoports/google_gemma_4_31b/doc/datatype_sweep/configs/residual_activation_bfp8.json --reference models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt --output-dir models/autoports/google_gemma_4_31b/doc/datatype_sweep/candidates --tensor-cache /tmp/gemma4_31b_full_model_tensor_cache # candidate=decode_ccl_bf16,727b333b7bf0a62cebcd01afcc9ff64c796deffa,4x Blackhole P150b,"MeshShape(1,4) TP4 FABRIC_1D",/localdev/odjuricic/tt-metal/models/autoports/google_gemma_4_31b/doc/full_model/readiness_aime24_plain.refpt,True,pass
