ID,Total %,Bound,OP Code,Device,Device Time,Op-to-Op Gap,Cores,DRAM,DRAM %,FLOPs,FLOPs %,Math Fidelity,Output Datatype,Input 0 Datatype,Input 1 Datatype,DRAM Sharded,Input 0 Memory,Inner Dim Block Size,Output Subblock H,Output Subblock W,Global Call Count,Advice,Raw OP Code
649,0.10533408421963268,,LayerNormDeviceOperation,0,26.049,,1,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_1_DRAM_INTERLEAVED,,,,662528.0,,LayerNormDeviceOperation
650,0.5245636585399681,DRAM,MatmulDeviceOperation 32 x 2048 x 12352,0,72.584,57.14,97.0,361.21591535324586,70.54998346743083,22.30520974319409,8.317079568475746,HiFi2 BF16 x BFP8 => BF16,BFLOAT16,BFLOAT16,BFLOAT8_B,False,DEV_1_DRAM_INTERLEAVED,2,1,4,663552.0,Try a DRAM-sharded program config (MatmulMultiCoreReuseMultiCastDRAMShardedProgramConfig) to improve throughput further • If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy,MatmulDeviceOperation
651,0.01571782353878123,,SliceDeviceOperation,0,3.347,0.54,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,664576.0,,SliceDeviceOperation
652,0.049231927343622715,,SliceDeviceOperation,0,1.939,10.236,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,665600.0,,SliceDeviceOperation
653,0.057598322224440404,,SliceDeviceOperation,0,0.75,13.494,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,666624.0,,SliceDeviceOperation
654,0.08224461357223346,,SliceDeviceOperation,0,0.667,19.672,1,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,667648.0,,SliceDeviceOperation
655,0.5815756456954291,,UntilizeWithUnpaddingDeviceOperation,0,2.427,141.396,86,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,668672.0,,UntilizeWithUnpaddingDeviceOperation
656,0.15647463330503694,,UntilizeWithUnpaddingDeviceOperation,0,2.456,36.24,86,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,669696.0,,UntilizeWithUnpaddingDeviceOperation
657,0.15570228849003637,,UntilizeWithUnpaddingDeviceOperation,0,2.482,36.023,86,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,670720.0,,UntilizeWithUnpaddingDeviceOperation
658,0.16021909036624388,,UntilizeWithUnpaddingDeviceOperation,0,3.505,36.117,86,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,671744.0,,UntilizeWithUnpaddingDeviceOperation
659,0.015321541905953712,,ConcatDeviceOperation,0,2.559,1.23,8,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_1_DRAM_INTERLEAVED,,,,672768.0,,ConcatDeviceOperation
660,0.2719947729643892,,TilizeWithValPaddingDeviceOperation,0,8.984,58.28,86,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,673792.0,,TilizeWithValPaddingDeviceOperation
661,0.014448104837680817,,SliceDeviceOperation,0,3.05,0.523,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,674816.0,,SliceDeviceOperation
662,0.2635677227316081,,BinaryNgDeviceOperation,0,5.913,59.267,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_1_DRAM_INTERLEAVED,,,,675840.0,,BinaryNgDeviceOperation
663,0.37596208991978,,UntilizeWithUnpaddingDeviceOperation,0,4.291,88.684,86,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,676864.0,,UntilizeWithUnpaddingDeviceOperation
664,0.012778060813621995,,SliceDeviceOperation,0,1.939,1.221,5,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,677888.0,,SliceDeviceOperation
665,0.2400536646204651,,TilizeWithValPaddingDeviceOperation,0,8.082,51.283,86,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,678912.0,,TilizeWithValPaddingDeviceOperation
666,0.023497883350619433,,BinaryNgDeviceOperation,0,5.276,0.535,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_1_DRAM_INTERLEAVED,,,,679936.0,,BinaryNgDeviceOperation
667,0.15495824950595202,,BinaryNgDeviceOperation,0,5.843,32.478,110,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_1_DRAM_INTERLEAVED,,,,680960.0,,BinaryNgDeviceOperation
668,0.29462326293686664,,UntilizeWithUnpaddingDeviceOperation,0,4.379,68.481,86,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,681984.0,,UntilizeWithUnpaddingDeviceOperation
669,0.013400789093779522,,SliceDeviceOperation,0,2.022,1.292,5,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_1_DRAM_INTERLEAVED,,,,683008.0,,SliceDeviceOperation
