test,marker,run_type,cfg_broadcast_type,cfg_ct_dim,cfg_dest_acc,cfg_formats.input_A,cfg_formats.input_B,cfg_formats.output,cfg_formats.register_A,cfg_formats.register_B,cfg_formats.sfpu_math,cfg_loop_factor,cfg_math_fidelity,cfg_mathop,cfg_speed_of_light,cfg_tile_cnt,cfg_unpack_to_dest,n,median,mean,std,cv,min,max,spread,abs_spread,gate_delta_max_k1,gate_delta_max_k2,run_1,run_2,run_3,run_4,run_5,run_6,run_7,run_8,run_9,run_10,cfg_approx_mode,cfg_iterations,cfg_num_faces,cfg_num_faces_A,cfg_num_faces_B,cfg_unpack_transpose_faces,cfg_unpack_transpose_within_face,cfg_fast_mode,cfg_input_format,cfg_output_format,cfg_stable_sort,cfg_clamp_negative,cfg_block_ct_dim,cfg_block_rt_dim,cfg_full_ct_dim,cfg_full_rt_dim,cfg_c_dimm,cfg_dest_sync,cfg_dst_index,cfg_in0_c_dim,cfg_in0_r_dim,cfg_in1_c_dim,cfg_in1_r_dim,cfg_k_dimm,cfg_partial_a,cfg_partial_b,cfg_partial_face_math,cfg_partial_face_pack,cfg_r_dimm,cfg_throttle_level,cfg_math_transpose_faces,cfg_reduce_pool_type,cfg_binop_mathop,cfg_value_bits,cfg_ternary_mathop,cfg_ternary_scalar_bits,cfg_srca_reuse_count
perf_math_matmul,KERNEL,L1_TO_L1,,,DestAccumulation.No,Float16,Float16,Float16,Float16,Float16,Float16,1024.0,MathFidelity.HiFi4,,False,1,False,10,120492.5,121848.3,1760.493683916847,0.0144482416571823,120489.0,124027.0,0.0293628234122455,3538.0,0.0293636763521981,0.0293636763521981,120495.0,120490.0,120489.0,120490.0,124027.0,124025.0,120490.0,123461.0,120489.0,124027.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,1.0,DestSync.Full,0.0,32.0,16.0,32.0,32.0,1.0,True,False,False,True,1.0,0.0,,,,,,,
perf_math_matmul,KERNEL,L1_TO_L1,,,DestAccumulation.No,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,1024.0,MathFidelity.HiFi4,,False,1,False,10,120261.0,121431.3,1520.8312091309367,0.0125242108841043,120254.0,123568.0,0.0275567307772261,3314.0,0.0275583348578841,0.0254582950467961,123568.0,123066.0,120260.0,120259.0,120254.0,120261.0,120257.0,123066.0,120261.0,123061.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,1.0,DestSync.Full,0.0,32.0,16.0,32.0,32.0,1.0,True,False,False,True,1.0,0.0,,,,,,,
perf_math_matmul,KERNEL,L1_TO_L1,,,DestAccumulation.No,Float16,Float16,Float16,Float16,Float16,Float16,1024.0,MathFidelity.HiFi4,,False,1,False,10,124027.0,123314.4,1551.1044237359822,0.0125784533171793,120260.0,124202.0,0.0317834020011771,3942.0,0.0327789788790953,0.0310778816199376,124030.0,124024.0,124202.0,120490.0,124026.0,124028.0,124029.0,124029.0,120260.0,124026.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,1.0,DestSync.Full,15.0,32.0,16.0,32.0,32.0,1.0,True,False,False,True,1.0,0.0,,,,,,,
perf_math_matmul,KERNEL,L1_TO_L1,,,DestAccumulation.No,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,1024.0,MathFidelity.HiFi4,,False,1,False,10,120261.0,120821.5,1182.4284098601677,0.0097865728356308,120260.0,123065.0,0.0233242697133734,2805.0,0.0233244636620655,0.0233244636620655,120260.0,123065.0,120261.0,120261.0,123065.0,120261.0,120261.0,120260.0,120260.0,120261.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,1.0,DestSync.Full,15.0,32.0,16.0,32.0,32.0,1.0,True,False,False,True,1.0,0.0,,,,,,,
perf_math_matmul,KERNEL,L1_TO_L1,,,DestAccumulation.No,Float16_b,Float16_b,Float32,Float16_b,Float16_b,Float16_b,1024.0,MathFidelity.HiFi4,,False,1,False,10,120250.0,121154.5,1711.001152671863,0.0141224729801358,119661.0,123099.0,0.0285904365904365,3438.0,0.028731165542658,0.0287225685681335,119664.0,123099.0,119663.0,123099.0,123098.0,119663.0,120836.0,123099.0,119661.0,119663.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,1.0,DestSync.Full,15.0,32.0,8.0,32.0,32.0,1.0,True,False,True,True,1.0,0.0,,,,,,,
perf_math_matmul,KERNEL,L1_TO_L1,,,DestAccumulation.Yes,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,1024.0,MathFidelity.HiFi4,,False,1,False,10,124152.5,123412.8,1202.698428996692,0.0097453297307628,121492.0,124158.0,0.021473590946618,2666.0,0.0219438316926217,0.0219147526410877,121492.0,121495.0,124151.0,122067.0,124153.0,124152.0,124158.0,124153.0,124154.0,124153.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,1.0,DestSync.Full,0.0,32.0,16.0,32.0,32.0,1.0,True,False,False,True,1.0,0.0,,,,,,,
perf_math_matmul,KERNEL,L1_TO_L1,,,DestAccumulation.Yes,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,Float16_b,1024.0,MathFidelity.HiFi4,,False,1,False,10,124148.0,123172.8,1286.8045521972465,0.0104471486577982,121493.0,124154.0,0.0214340947900892,2661.0,0.0219024964401241,0.021894085304624,124154.0,124150.0,124154.0,124152.0,122335.0,121495.0,121493.0,121495.0,124146.0,124154.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,1.0,DestSync.Full,7.0,32.0,16.0,32.0,32.0,1.0,True,False,False,True,1.0,0.0,,,,,,,
perf_math_matmul,KERNEL,L1_TO_L1,,,DestAccumulation.No,Float16,Float16,Float16,Float16,Float16,Float16,1024.0,MathFidelity.HiFi3,,False,2,False,10,119291.0,119728.2,1422.0911675729124,0.011877662635644,119235.0,123775.0,0.0380581938285369,4540.0,0.0380760682685453,0.0192728645112592,119291.0,119291.0,119291.0,119291.0,119235.0,119291.0,119235.0,119291.0,119291.0,123775.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,2.0,DestSync.Full,14.0,32.0,2.0,32.0,32.0,1.0,True,False,True,True,1.0,0.0,,,,,,,
perf_math_matmul,KERNEL,L1_TO_L1,,,DestAccumulation.No,Float16,Float16,Bfp8_b,Float16,Float16,Float16,1024.0,MathFidelity.HiFi2,,False,2,False,10,166619.0,165904.8,2260.2556787525905,0.0136238112384487,159472.0,166621.0,0.0429062711935613,7149.0,0.0448291863148389,0.0219294614080118,166621.0,166619.0,166620.0,166621.0,166619.0,159472.0,166619.0,166619.0,166619.0,166619.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,2.0,DestSync.Half,0.0,32.0,4.0,32.0,32.0,1.0,True,False,True,True,1.0,0.0,,,,,,,
perf_math_matmul,KERNEL,L1_TO_L1,,,DestAccumulation.No,Float16,Float16,Bfp8_b,Float16,Float16,Float16,1024.0,MathFidelity.HiFi2,,False,2,False,10,166620.0,165152.6,2917.2183554429607,0.0176637749296284,159472.0,166657.0,0.0431220741807706,7185.0,0.0450549312732015,0.0439551490854422,166619.0,166619.0,166657.0,159472.0,166657.0,166621.0,165830.0,166621.0,159808.0,166622.0,,,2.0,2.0,4.0,Transpose.No,Transpose.No,,,,,,,,,,2.0,DestSync.Half,6.0,32.0,4.0,32.0,32.0,1.0,True,False,True,True,1.0,0.0,,,,,,,
