GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,TilizeDeviceOperation,32,110,,,342,1052,8937978635895,8937978637315,582,8937978636379,8937978637165,479,8937978636519,8937978637165,393,172,376,216,434,,0,0
2051,,,3,blackhole,TilizeDeviceOperation,1,110,,,118,2136,8937984224319,8937984227203,1624,8937984224864,8937984227057,1613,8937984224880,8937984227057,1507,1088,1140,142,1186,,4137904,4140094
3075,,,3,blackhole,TypecastDeviceOperation,1,110,,,42,1784,8937989196435,8937989198844,1256,8937989197000,8937989198695,1242,8937989197018,8937989198695,1213,521,625,894,197,,3682742,3680794
4099,,,3,blackhole,UntilizeWithUnpaddingDeviceOperation,7,110,,,233,11437,8938001142752,8938001158192,10820,8938001143437,8938001158044,10816,8938001143442,8938001158044,10789,1964,2013,2033,2319,,8847957,8847718
5123,,,3,blackhole,EmbeddingsDeviceOperation,1,110,,,36,3077,8938006513292,8938006517446,2542,8938006513867,8938006517299,2542,8938006513867,8938006517299,2507,1716,1779,113,1861,,3966930,3966930
6147,,,3,blackhole,UntilizeWithUnpaddingDeviceOperation,7,110,,,95,11446,8938006666200,8938006681652,10855,8938006666853,8938006681507,10849,8938006666861,8938006681507,10808,1946,1997,2014,2296,,110783,110788
7171,,,3,blackhole,EmbeddingsDeviceOperation,1,110,,,32,3093,8938006690059,8938006694235,2550,8938006690644,8938006694086,2539,8938006690659,8938006694086,2524,1716,1799,113,1860,,6769,6781
8195,,,3,blackhole,TransposeDeviceOperation,110,110,,,284,3976,8938009526689,8938009532057,3362,8938009527366,8938009531905,3362,8938009527366,8938009531905,3357,1033,,,,,2098587,2098587
9219,,,3,blackhole,TransposeDeviceOperation,110,110,,,160,3843,8938009696090,8938009701278,3252,8938009696735,8938009701125,3252,8938009696735,8938009701125,3238,932,,,,,122102,122102
10243,,,3,blackhole,InterleavedToShardedDeviceOperation,32,110,,,165,2012,8938012166556,8938012169272,1078,8938012167668,8938012169123,1078,8938012167668,8938012169123,1077,1064,,,,,1827446,1827446
11267,,,3,blackhole,InterleavedToShardedDeviceOperation,32,110,,,167,2064,8938012303126,8938012305912,1111,8938012304226,8938012305726,1111,8938012304226,8938012305726,1102,1111,,,,,100066,100066
12291,,,3,blackhole,TilizeDeviceOperation,64,110,,,207,14755,8938020896932,8938020916851,13753,8938020898137,8938020916704,13753,8938020898138,8938020916704,13753,13166,13202,238,719,,6364595,6364938
13315,,,3,blackhole,InterleavedToShardedDeviceOperation,32,110,,,149,1730,8938021270629,8938021272964,1167,8938021271238,8938021272814,1167,8938021271238,8938021272814,1147,1153,,,,,262526,262526
14339,,,3,blackhole,LayerNormDeviceOperation,32,110,,,406,7454,8938032403695,8938032413758,6195,8938032405217,8938032413580,6119,8938032405319,8938032413580,5603,2400,6113,5783,6048,,8246471,8245951
15363,,,3,blackhole,MatmulDeviceOperation,80,110,,,219,93547,8938572058076,8938572184364,92975,8938572058708,8938572184224,92974,8938572058709,8938572184224,92917,86908,91163,91399,91834,,399737928,399736814
16387,,,3,blackhole,ShardedToInterleavedDeviceOperation,32,110,,,168,1874,8938574962725,8938574965255,921,8938574963862,8938574965105,921,8938574963862,8938574965105,921,205,,,,,2059571,2059571
17411,,,3,blackhole,NLPCreateQKVHeadsDecodeDeviceOperation,32,110,,,179,17956,8938577862497,8938577886738,17374,8938577863135,8938577886590,17374,8938577863135,8938577886590,17322,17238,,,,,2146680,2146680
18435,,,3,blackhole,RotaryEmbeddingLlamaDeviceOperation,32,110,,,293,2642,8938581960126,8938581963693,2058,8938581960737,8938581963515,,,,,,1927,1724,1876,,3018213,
19459,,,3,blackhole,RotaryEmbeddingLlamaDeviceOperation,32,110,,,258,2609,8938582289813,8938582293335,2024,8938582290416,8938582293149,,,,,,1913,1690,1853,,242096,
20483,,,3,blackhole,PagedUpdateCacheDeviceOperation,32,110,,,361,14209,8938588130279,8938588149461,13650,8938588130879,8938588149307,13519,8938588131057,8938588149307,13401,12448,12759,12799,12959,,4324127,7588764
21507,,,3,blackhole,PagedUpdateCacheDeviceOperation,32,110,,,353,14302,8938588274494,8938588293802,13751,8938588275085,8938588293649,13630,8938588275248,8938588293649,13546,12528,12844,12865,13040,,93168,93287
22531,,,3,blackhole,SdpaDecodeDeviceOperation,64,110,,,587,62224,8938595561075,8938595645078,61578,8938595561806,8938595644936,61340,8938595562127,8938595644936,61195,57902,59809,60085,60042,,5383839,5384058
