GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,108,110,,,430,301018,12671190534655,12671190941029,300091,12671190535750,12671190940873,300090,12671190535751,12671190940873,300087,298078,298231,298145,298487,,0,0
2051,,,3,blackhole,,100,110,,,287,153703,12671217417083,12671217624582,151676,12671217419671,12671217624434,151667,12671217419684,12671217624434,151663,150200,150316,136499,150514,,19613886,19613977
3075,,,3,blackhole,,88,110,,,229,480299,12671292111437,12671292759840,474777,12671292118743,12671292759692,474776,12671292118745,12671292759692,474776,471792,472126,472004,472396,,55180965,55181023
4099,,,3,blackhole,,96,110,,,241,339936,12671330136032,12671330594945,338884,12671330137304,12671330594797,338882,12671330137306,12671330594797,338877,336870,337024,336937,337281,,27687144,27687103
5123,,,3,blackhole,,110,110,,,204,169439,12671343087526,12671343316269,167491,12671343090007,12671343316120,167485,12671343090015,12671343316120,167462,167105,167153,166723,166750,,9255705,9255707
6147,,,3,blackhole,,110,110,,,207,59622,12671350487389,12671350567879,57597,12671350489974,12671350567730,57585,12671350489990,12671350567730,57582,57204,57245,56696,56722,,5313963,5313961
7171,,,3,blackhole,,110,110,,,208,297304,12671358198156,12671358599517,295271,12671358200753,12671358599369,295270,12671358200755,12671358599369,295268,294898,294928,294529,294554,,5654089,5654100
8195,,,3,blackhole,,110,110,,,183,154030,12671365442152,12671365650092,152060,12671365444664,12671365649945,152051,12671365444676,12671365649945,152033,151671,151704,151307,151328,,5070589,5070594
9219,,,3,blackhole,,110,110,,,164,96990,12671368602316,12671368733252,96401,12671368602965,12671368733106,96401,12671368602965,12671368733106,96395,96117,,,,,2187428,2187428
10243,,,3,blackhole,,96,110,,,217,15469,12671406999966,12671407020849,14418,12671407001236,12671407020700,14418,12671407001236,12671407020700,14413,14039,14064,256,14105,,28347200,28347200
11267,,,3,blackhole,,1,110,,,216,44671,12671415297430,12671415357736,44136,12671415298002,12671415357586,44010,12671415298172,12671415357586,43920,42753,43077,43167,43358,,6131294,6131409
12291,,,3,blackhole,,96,110,,,309,74070,12671428535294,12671428635288,72150,12671428537727,12671428635129,72148,12671428537729,12671428635129,72147,67808,68064,67980,68237,,9763118,9763049
13315,,,3,blackhole,,32,110,,,239,56521,12671431797722,12671431874025,55584,12671431798830,12671431873868,55584,12671431798830,12671431873868,55581,55570,,,,,2343495,2343495
14339,,,3,blackhole,,1,110,,,45,1396,12671438056795,12671438058680,876,12671438057356,12671438058538,864,12671438057372,12671438058538,830,407,503,141,196,,4582687,4581945
15363,,,3,blackhole,,1,110,,,33,2979,12671444511702,12671444515723,2433,12671444512289,12671444515573,2424,12671444512301,12671444515573,2414,1708,1793,113,1837,,4781357,4781150
16387,,,3,blackhole,,1,110,,,54,2982,12671444631908,12671444635934,2450,12671444632472,12671444635780,2445,12671444632479,12671444635780,2398,1729,1812,116,1840,,86579,86590
17411,,,3,blackhole,,32,110,,,170,1661,12671737432709,12671737434951,717,12671737433835,12671737434803,717,12671737433835,12671737434803,716,208,,,,,216876245,216876245
18435,,,3,blackhole,,64,110,,,127,1923,12672051222106,12672051224702,931,12672051223296,12672051224553,931,12672051223296,12672051224553,925,624,,,,,232408184,232408184
19459,,,3,blackhole,,32,110,,,220,4284,12672359271241,12672359277025,3359,12672359272350,12672359276884,3358,12672359272351,12672359276884,3358,1170,1212,1217,1510,,228216266,228198656
20483,,,3,blackhole,,110,110,,,161,2831,12672693486430,12672693490252,2247,12672693487076,12672693490110,2247,12672693487076,12672693490110,2243,1535,,,,,247518227,247518227
21507,,,3,blackhole,,32,110,,,132,4750,12673033759546,12673033765958,3784,12673033760708,12673033765817,3784,12673033760709,12673033765817,3784,3054,2999,204,560,,252022694,252072033
22531,,,3,blackhole,,110,110,,,182,1830,12673337442956,12673337445426,1235,12673337443613,12673337445280,1233,12673337443615,12673337445280,1199,633,672,738,390,,224980251,224885721
23555,,,3,blackhole,,32,110,,,120,10170,12673667923108,12673667936838,9197,12673667924278,12673667936694,9196,12673667924279,12673667936694,9196,936,985,982,1290,,244798272,244791371
24579,,,3,blackhole,,32,110,,,111,10121,12673668132258,12673668145921,9152,12673668133423,12673668145778,9145,12673668133432,12673668145778,9145,915,969,965,1238,,145728,145729
25603,,,3,blackhole,,110,110,,,164,4851,12673990279396,12673990285945,4262,12673990280038,12673990285792,4262,12673990280038,12673990285792,4252,3973,,,,,238605529,238605529
26627,,,3,blackhole,,32,110,,,127,4447,12673997486926,12673997492930,3488,12673997488075,12673997492784,3487,12673997488076,12673997492784,3485,2594,2507,206,2597,,5334798,5334402
27651,,,3,blackhole,,110,110,,,184,3402,12674326514341,12674326518934,2821,12674326514975,12674326518784,2821,12674326514975,12674326518784,2782,1858,1921,2424,368,,243678551,243678551
28675,,,3,blackhole,,110,110,,,172,3851,12674331019537,12674331024736,3248,12674331020203,12674331024588,3248,12674331020203,12674331024588,3235,2252,2328,2833,414,,3334232,3334232
29699,,,3,blackhole,,110,110,,,182,2290,12674337211734,12674337214825,1708,12674337212372,12674337214678,1705,12674337212376,12674337214678,1693,1271,1287,290,415,,4583146,4583049
30723,,,3,blackhole,,32,110,,,168,1627,12674623478725,12674623480922,673,12674623479841,12674623480749,673,12674623479841,12674623480749,673,667,,,,,212176712,212176712
31747,,,3,blackhole,,32,110,,,166,1665,12674623717878,12674623720126,724,12674623718999,12674623719977,724,12674623718999,12674623719977,724,201,,,,,176373,176373
32771,,,3,blackhole,,64,110,,,133,2005,12674623846927,12674623849634,1013,12674623848116,12674623849484,1013,12674623848116,12674623849484,1011,643,,,,,94887,94887
33795,,,3,blackhole,,32,110,,,198,4284,12674623898937,12674623904720,3369,12674623900029,12674623904577,3368,12674623900030,12674623904577,3368,1186,1221,1241,1536,,37442,37440
34819,,,3,blackhole,,110,110,,,170,2883,12674623959979,12674623963871,2296,12674623960627,12674623963726,2296,12674623960627,12674623963726,2296,1576,,,,,41527,41527
35843,,,3,blackhole,,32,110,,,113,4660,12674624010214,12674624016505,3702,12674624011366,12674624016364,3699,12674624011370,12674624016364,3699,3024,2957,207,520,,35287,35289
36867,,,3,blackhole,,110,110,,,180,1842,12674624091901,12674624094388,1251,12674624092551,12674624094240,1250,12674624092553,12674624094240,1197,647,654,752,410,,56430,56453
37891,,,3,blackhole,,32,110,,,115,10158,12674624165950,12674624179663,9182,12674624167122,12674624179518,9182,12674624167122,12674624179518,9182,924,969,966,1243,,53985,53985
38915,,,3,blackhole,,32,110,,,114,10143,12674624184815,12674624198508,9196,12674624185951,12674624198366,9196,12674624185951,12674624198366,9194,939,983,979,1268,,4765,4765
39939,,,3,blackhole,,110,110,,,169,4876,12674624221428,12674624228010,4273,12674624222093,12674624227861,4273,12674624222093,12674624227861,4259,3984,,,,,17577,17577
40963,,,3,blackhole,,32,110,,,121,4536,12674624261296,12674624267419,3573,12674624262447,12674624267270,3572,12674624262448,12674624267270,3572,2518,2431,210,2515,,25622,25621
41987,,,3,blackhole,,110,110,,,180,3445,12674624366457,12674624371108,2853,12674624367111,12674624370962,2846,12674624367120,12674624370962,2824,1851,1922,2433,379,,73967,73965
43011,,,3,blackhole,,110,110,,,180,3932,12674624429376,12674624434684,3347,12674624430019,12674624434537,3347,12674624430019,12674624434537,3326,2361,2436,2936,426,,43750,43750
44035,,,3,blackhole,,110,110,,,175,2276,12674624505621,12674624508693,1693,12674624506264,12674624508550,1690,12674624506268,12674624508550,1653,1281,1299,272,405,,53121,53122
45059,,,3,blackhole,,32,110,,,165,1603,12674624551563,12674624553727,665,12674624552678,12674624553576,665,12674624552678,12674624553576,664,651,,,,,32678,32678
46083,,,3,blackhole,,32,110,,,359,35211,12674631735921,12674631783456,34264,12674631737041,12674631783298,34262,12674631737044,12674631783298,34262,32735,33614,33476,33854,,5321016,5321053
47107,,,3,blackhole,,32,110,,,353,34907,12674631884248,12674631931373,33976,12674631885353,12674631931220,33975,12674631885354,12674631931220,33974,32797,33341,33186,33564,,75597,75597
48131,,,3,blackhole,,110,110,,,664,50355,12674642134818,12674642202797,49753,12674642135488,12674642202654,49483,12674642135852,12674642202654,49354,44192,48772,49021,48925,,7558779,7558992
49155,,,3,blackhole,,32,110,,,149,1646,12674645018483,12674645020705,1090,12674645019077,12674645020549,1090,12674645019077,12674645020549,1070,1083,,,,,2085531,2085531
50179,,,3,blackhole,,32,110,,,187,5209,12674648203655,12674648210687,4270,12674648204769,12674648210533,4270,12674648204769,12674648210533,4270,3973,,,,,2358886,2358886
51203,,,3,blackhole,,32,110,,,207,30638,12674654777013,12674654818374,29687,12674654778136,12674654818213,29685,12674654778138,12674654818213,29684,27596,27884,27794,28093,,4864946,4864862
52227,,,3,blackhole,,110,110,,,181,2854,12674655538267,12674655542120,2267,12674655538910,12674655541970,2267,12674655538910,12674655541970,2240,1816,1816,276,401,,533928,533928
53251,,,3,blackhole,,1,110,,,207,44808,12674655707175,12674655767666,44264,12674655707763,12674655767520,44141,12674655707930,12674655767520,44058,42898,43230,43304,43506,,122808,122934
54275,,,3,blackhole,,103,110,,,318,102090,12674662673505,12674662811326,100211,12674662675883,12674662811168,100211,12674662675883,12674662811168,100211,93061,93499,93437,93809,,5117300,5117300
55299,,,3,blackhole,,110,110,,,170,3596,12674665881613,12674665886467,3004,12674665882270,12674665886325,3004,12674665882270,12674665886325,2997,2696,,,,,2275115,2275115
56323,,,3,blackhole,,110,110,,,161,3576,12674666330926,12674666335754,3000,12674666331562,12674666335612,3000,12674666331562,12674666335612,2995,2808,,,,,329805,329805
57347,,,3,blackhole,,110,110,,,187,8839,12674672944729,12674672956661,8255,12674672945367,12674672956511,8255,12674672945367,12674672956511,8219,4466,7395,7919,7227,,4896225,4896225
58371,,,3,blackhole,,16,110,,,133,2606,12674675139848,12674675143366,1898,12674675140631,12674675143193,1898,12674675140631,12674675143193,1895,1898,,,,,1618056,1618056
59395,,,3,blackhole,,110,110,,,268,48084,12674681703363,12674681768277,47484,12674681704018,12674681768122,47472,12674681704035,12674681768122,47406,42539,46493,46533,46761,,4859825,4859898
60419,,,3,blackhole,,16,110,,,130,1704,12674683714884,12674683717185,1016,12674683715652,12674683717024,1016,12674683715652,12674683717024,1015,134,,,,,1442194,1442194
61443,,,3,blackhole,,110,110,,,178,2834,12674683881123,12674683884949,2252,12674683881763,12674683884803,2252,12674683881763,12674683884803,2213,1915,1913,279,390,,122037,122037
62467,0,1,3,blackhole,,1,110,,,199,44709,12674697746931,12674697807288,44170,12674697747512,12674697807142,44056,12674697747666,12674697807142,43971,42807,43155,43210,43418,,10268587,10268718
62467,0,2,3,blackhole,,1,110,,,188,44657,12674698783442,12674698843729,44125,12674698784011,12674698843580,44006,12674698784172,12674698843580,43937,42756,43099,43164,43361,,15371,15490
