2026-03-04 01:46:20.982 | info     |              Op | AGMM fusion: in1_is_dram_sharded=true in0_block_w=4 num_blocks=28 in1_CB_tiles=12 in1_CB_size=13056 per_core_N=3 Kt_total=112 (llama_1d_mm_fusion.cpp:165)
2026-03-04 01:46:20.999 | info     |              Op | AGMM fusion: in1_is_dram_sharded=true in0_block_w=4 num_blocks=28 in1_CB_tiles=12 in1_CB_size=13056 per_core_N=3 Kt_total=112 (llama_1d_mm_fusion.cpp:165)
2026-03-04 01:46:21.000 | info     |              Op | AGMM fusion: in1_is_dram_sharded=true in0_block_w=4 num_blocks=28 in1_CB_tiles=12 in1_CB_size=13056 per_core_N=3 Kt_total=112 (llama_1d_mm_fusion.cpp:165)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9084 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9032 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9066 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9088 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9028 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9056 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9066 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9044 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9072 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9080 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9028 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9064 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9058 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9056 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9042 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9090 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9052 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9082 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9046 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9082 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9048 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9034 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9058 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9084 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9050 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9068 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9074 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9054 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9054 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9090 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9050 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9044 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9070 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9088 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9080 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9048 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9064 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal | CB CLASH DEBUG: program=9060 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9042 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9052 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9070 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9074 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9034 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9032 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9068 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9072 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9046 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.615 | critical |          Always | TT_THROW: Statically allocated circular buffers in program 9060 clash with L1 buffers on core range [(x=1,y=0) - (x=2,y=0)]. L1 buffer allocated at 413824 and static circular buffer region ends at 417952 (assert.hpp:104)
2026-03-04 01:46:22.617 | info     |           Metal | CB CLASH DEBUG: program=9036 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.617 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.617 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
2026-03-04 01:46:22.617 | info     |           Metal |   region[2]: [372896, 417952] size=45056 (program.cpp:942)
2026-03-04 01:46:22.617 | info     |           Metal | CB CLASH DEBUG: program=9076 core_range=[(x=1,y=0) - (x=2,y=0)] base_cb_addr=154144 lowest_l1_addr=413824 cb_region_end=417952 num_regions=3 (program.cpp:936)
2026-03-04 01:46:22.617 | info     |           Metal |   region[0]: [154144, 372848] size=218704 (program.cpp:942)
2026-03-04 01:46:22.617 | info     |           Metal |   region[1]: [372864, 372880] size=16 (program.cpp:942)
