GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,108,110,,,450,303260,12215063074565,12215063483966,302325,12215063075673,12215063483812,302325,12215063075673,12215063483812,302325,300304,300454,300373,300715,,0,0
2051,,,3,blackhole,,100,110,,,287,152790,12215935510752,12215935717019,150770,12215935513330,12215935716870,150764,12215935513339,12215935716870,150764,149364,149479,135527,149681,,645946204,645949067
3075,,,3,blackhole,,88,110,,,235,481123,12216446060431,12216446709947,475611,12216446067716,12216446709791,475611,12216446067716,12216446709791,475609,472699,473013,472900,473294,,378037575,378037575
4099,,,3,blackhole,,96,110,,,265,340772,12216871891082,12216872351124,339739,12216871892329,12216872350976,339737,12216871892331,12216872350976,339736,337725,337871,337798,338133,,314950474,314949995
5123,,,3,blackhole,,110,110,,,187,169479,12217225323427,12217225552224,167521,12217225325920,12217225552074,167517,12217225325926,12217225552074,167492,167220,167247,166844,166862,,261462170,261462868
6147,,,3,blackhole,,110,110,,,229,59432,12217564074746,12217564154979,57404,12217564077334,12217564154829,57391,12217564077351,12217564154829,57391,57008,57054,56607,56627,,250760746,250758979
7171,,,3,blackhole,,110,110,,,209,296713,12217901377191,12217901777753,294657,12217901379818,12217901777605,294650,12217901379828,12217901777605,294648,294278,294309,293915,293930,,249796257,249796610
8195,,,3,blackhole,,110,110,,,195,153856,12218238246107,12218238453812,151878,12218238248629,12218238453664,151864,12218238248648,12218238453664,151850,151567,151595,151207,151215,,249238160,249238296
9219,,,3,blackhole,,110,110,,,168,97767,12218561963684,12218562095670,97165,12218561964349,12218562095522,97165,12218561964349,12218562095522,97165,96882,,,,,239637088,239637088
10243,,,3,blackhole,,96,110,,,201,15390,12219010994715,12219011015492,14339,12219010995986,12219011015343,14338,12219010995987,12219011015343,14333,14002,14024,256,14067,,332530028,332524017
11267,,,3,blackhole,,1,110,,,200,44530,12219719006795,12219719066911,44002,12219719007357,12219719066760,43861,12219719007547,12219719066760,43802,42604,42962,43033,43223,,524435880,524432913
12291,,,3,blackhole,,96,110,,,295,74086,12220165604106,12220165704122,72160,12220165606547,12220165703963,72160,12220165606547,12220165703963,72160,67790,68044,67964,68220,,330770213,330770213
13315,,,3,blackhole,,32,110,,,214,56708,12220492938510,12220493015066,55752,12220492939628,12220493014893,55752,12220492939628,12220493014893,55668,55752,,,,,242397433,242397433
14339,,,3,blackhole,,1,110,,,47,1400,12220826142534,12220826144424,866,12220826143113,12220826144282,860,12220826143121,12220826144282,819,403,493,149,200,,246782753,246761650
15363,,,3,blackhole,,1,110,,,45,2966,12221191563306,12221191567310,2439,12221191563868,12221191567160,2430,12221191563879,12221191567160,2393,1713,1798,110,1836,,270734620,270639933
16387,,,3,blackhole,,1,110,,,27,2978,12221191805927,12221191809947,2427,12221191806521,12221191809798,2424,12221191806525,12221191809798,2401,1708,1789,107,1854,,177275,177275
17411,,,3,blackhole,,32,110,,,164,1921,12221492365099,12221492367692,990,12221492366205,12221492367542,990,12221492366205,12221492367542,984,203,,,,,222551117,222551117
18435,,,3,blackhole,,32,110,,,170,1902,12221492597801,12221492600369,980,12221492598894,12221492600217,980,12221492598894,12221492600217,980,197,,,,,171372,171372
19459,,,3,blackhole,,64,110,,,125,2258,12221811596909,12221811599957,1267,12221811598101,12221811599812,1267,12221811598101,12221811599812,1267,829,,,,,236218772,236218772
20483,,,3,blackhole,,32,110,,,221,4538,12222192723223,12222192729349,3621,12222192724316,12222192729204,3621,12222192724316,12222192729204,3621,1504,1561,1559,1853,,282334662,282334662
21507,,,3,blackhole,,110,110,,,164,7208,12222530768262,12222530777993,6622,12222530768908,12222530777848,6622,12222530768908,12222530777848,6622,5926,,,,,250391378,250391378
22531,,,3,blackhole,,32,110,,,120,4904,12222921310155,12222921316775,3941,12222921311307,12222921316628,3941,12222921311308,12222921316628,3941,3277,3201,210,544,,289248705,289303076
23555,,,3,blackhole,,110,110,,,188,2117,12223317281520,12223317284378,1540,12223317282152,12223317284231,1540,12223317282152,12223317284231,1504,860,888,958,384,,293307796,293307796
24579,,,3,blackhole,,32,110,,,111,11109,12223694320065,12223694335062,10152,12223694321211,12223694334916,10152,12223694321211,12223694334916,10150,1300,1344,1344,1633,,279290728,279290728
25603,,,3,blackhole,,32,110,,,112,11145,12223694540917,12223694555963,10179,12223694542074,12223694555816,10179,12223694542075,12223694555816,10179,1297,1351,1349,1626,,153446,153458
26627,,,3,blackhole,,64,110,,,140,7070,12224151574467,12224151584011,6076,12224151575659,12224151583862,6075,12224151575661,12224151583862,6075,4264,4488,4401,4804,,338516709,338543538
27651,,,3,blackhole,,64,110,,,136,6778,12224151797308,12224151806458,5767,12224151798523,12224151806308,5765,12224151798525,12224151806308,5765,3987,4217,4129,4549,,159017,159005
28675,,,3,blackhole,,110,110,,,167,12801,12224474636477,12224474653758,12228,12224474637104,12224474653612,12228,12224474637104,12224474653612,12213,11936,,,,,239131026,239131026
29699,,,3,blackhole,,96,110,,,170,8906,12224827763848,12224827775871,7852,12224827765121,12224827775721,7852,12224827765121,12224827775721,7846,5961,6185,6101,6497,,261569016,261569016
30723,,,3,blackhole,,32,110,,,116,4622,12225187746738,12225187752978,3654,12225187747896,12225187752829,3654,12225187747896,12225187752829,3654,2600,2510,205,2596,,266640650,266640650
31747,,,3,blackhole,,110,110,,,176,3935,12225629156292,12225629161604,3339,12225629156949,12225629161456,3334,12225629156955,12225629161456,3293,2421,2496,3007,381,,327013170,326958755
32771,,,3,blackhole,,110,110,,,182,3871,12225629505448,12225629510674,3279,12225629506099,12225629510526,3279,12225629506099,12225629510526,3254,2301,2372,2881,386,,255271,255271
33795,,,3,blackhole,,110,110,,,173,2740,12225943765271,12225943768970,2154,12225943765911,12225943768819,2153,12225943765912,12225943768819,2132,1819,1817,288,419,,232773762,232745733
34819,,,3,blackhole,,64,110,,,127,2238,12225944157579,12225944160600,1240,12225944158785,12225944160459,1240,12225944158785,12225944160459,1240,846,,,,,288864,288864
35843,,,3,blackhole,,32,110,,,209,4533,12225944225364,12225944231483,3604,12225944226469,12225944231334,3604,12225944226469,12225944231334,3601,1470,1506,1524,1824,,48900,48900
36867,,,3,blackhole,,110,110,,,167,7179,12225944287853,12225944297544,6592,12225944288502,12225944297401,6592,12225944288502,12225944297401,6591,5905,,,,,42348,42348
37891,,,3,blackhole,,32,110,,,125,4933,12225944343876,12225944350535,3970,12225944345026,12225944350385,3970,12225944345026,12225944350385,3970,3282,3205,215,601,,35281,35281
38915,,,3,blackhole,,110,110,,,176,2067,12225944427422,12225944430212,1479,12225944428068,12225944430064,1479,12225944428068,12225944430064,1436,882,923,979,404,,57562,57562
39939,,,3,blackhole,,32,110,,,110,11130,12225944499619,12225944514645,10152,12225944500791,12225944514496,10152,12225944500791,12225944514496,10150,1298,1337,1342,1623,,52391,52391
40963,,,3,blackhole,,32,110,,,109,11113,12225944518501,12225944533503,10153,12225944519649,12225944533355,10153,12225944519649,12225944533355,10145,1319,1371,1361,1641,,3817,3817
41987,,,3,blackhole,,64,110,,,138,6983,12225944539871,12225944549298,5982,12225944541070,12225944549146,5982,12225944541070,12225944549146,5982,4141,4364,4281,4715,,5715,5715
43011,,,3,blackhole,,64,110,,,142,7152,12225944557067,12225944566722,6156,12225944558265,12225944566576,6156,12225944558265,12225944566576,6156,4322,4544,4462,4876,,6754,6754
44035,,,3,blackhole,,110,110,,,163,12898,12225944614893,12225944632305,12306,12225944615544,12225944632157,12306,12225944615544,12225944632157,12296,12017,,,,,36273,36273
45059,,,3,blackhole,,96,110,,,174,8994,12225944650943,12225944663085,7953,12225944652201,12225944662937,7953,12225944652201,12225944662937,7953,6038,6287,6180,6584,,14848,14848
46083,,,3,blackhole,,32,110,,,128,4614,12225944689524,12225944695753,3647,12225944690684,12225944695607,3647,12225944690684,12225944695607,3647,2531,2456,201,2535,,20555,20555
47107,,,3,blackhole,,110,110,,,184,3843,12225944795242,12225944800430,3260,12225944795881,12225944800282,3260,12225944795881,12225944800282,3216,2273,2332,2835,407,,74277,74277
48131,,,3,blackhole,,110,110,,,176,3921,12225944844074,12225944849367,3327,12225944844729,12225944849220,3320,12225944844738,12225944849220,3316,2311,2406,2913,383,,32927,32930
49155,,,3,blackhole,,110,110,,,176,2731,12225944893288,12225944896975,2130,12225944893956,12225944896831,2130,12225944893956,12225944896831,2101,1714,1715,279,407,,33144,33144
50179,,,3,blackhole,,32,110,,,170,1923,12226233865515,12226233868111,978,12226233866642,12226233867962,978,12226233866642,12226233867962,978,961,,,,,214100360,214100360
51203,,,3,blackhole,,32,110,,,169,1913,12226234104742,12226234107324,958,12226234105852,12226234107145,958,12226234105852,12226234107145,958,948,,,,,176256,176256
52227,,,3,blackhole,,32,110,,,401,34865,12226703971544,12226704018612,33932,12226703972646,12226704018454,33932,12226703972646,12226704018454,33932,32664,33276,33136,33522,,348050039,348050039
53251,,,3,blackhole,,32,110,,,372,35031,12226704208485,12226704255777,34099,12226704209591,12226704255624,34098,12226704209592,12226704255624,34098,32471,33466,33280,33667,,141585,141585
54275,,,3,blackhole,,110,110,,,650,50883,12227795271058,12227795339750,50287,12227795271722,12227795339609,50007,12227795272099,12227795339609,49874,43844,49327,49590,49463,,808165430,808153768
55299,,,3,blackhole,,32,110,,,154,1655,12227796014849,12227796017083,1104,12227796015444,12227796016934,1104,12227796015444,12227796016934,1084,1090,,,,,500753,500753
56323,,,3,blackhole,,32,110,,,213,5196,12228081686779,12228081693793,4259,12228081687888,12228081693638,4259,12228081687888,12228081693638,4259,3990,,,,,211595234,211595234
57347,,,3,blackhole,,32,110,,,276,30817,12228521835076,12228521876679,29880,12228521836180,12228521876518,29879,12228521836182,12228521876518,29879,27799,28105,28021,28312,,326031513,326036768
58371,,,3,blackhole,,110,110,,,172,2815,12228522245128,12228522248928,2233,12228522245765,12228522248779,2225,12228522245775,12228522248779,2205,1773,1781,272,393,,273566,273501
59395,,,3,blackhole,,1,110,,,219,44641,12228522329223,12228522389488,44111,12228522329789,12228522389339,43978,12228522329969,12228522389339,43892,42724,43066,43151,43336,,60007,60141
