ID,Total %,Bound,OP Code,Device,Device Time,Op-to-Op Gap,Cores,DRAM,DRAM %,FLOPs,FLOPs %,Math Fidelity,Output Datatype,Input 0 Datatype,Input 1 Datatype,DRAM Sharded,Input 0 Memory,Inner Dim Block Size,Output Subblock H,Output Subblock W,Global Call Count,Advice,Raw OP Code
1253,0.11497262560718696,,LayerNormDeviceOperation,0,26.161,,2,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1278976.0,,LayerNormDeviceOperation
1254,0.516420944047388,DRAM,MatmulDeviceOperation 64 x 2048 x 9216,0,58.859,58.648,96.0,345.1665845495166,67.41534854482745,41.04587410591413,15.464452712791966,HiFi2 BF16 x BFP8 => BF16,BFLOAT16,BFLOAT16,BFLOAT8_B,False,DEV_3_DRAM_INTERLEAVED,2,2,3,1280000.0,Try a DRAM-sharded program config (MatmulMultiCoreReuseMultiCastDRAMShardedProgramConfig) to improve throughput further • If your matmuls are not FLOP-bound use HiFi4 with BF16 activations for full accuracy,MatmulDeviceOperation
1255,0.029194723133998814,,SliceDeviceOperation,0,6.097,0.546,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1281024.0,,SliceDeviceOperation
1256,0.07062899224544557,,SliceDeviceOperation,0,1.003,15.068,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1282048.0,,SliceDeviceOperation
1257,0.1081430907960724,,SliceDeviceOperation,0,1.001,23.606,32,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1283072.0,,SliceDeviceOperation
1258,0.4647160038589948,,ReshapeViewDeviceOperation,0,70.906,34.836,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1284096.0,,ReshapeViewDeviceOperation
1259,0.015742209583920478,,SliceDeviceOperation,0,3.112,0.47,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1285120.0,,SliceDeviceOperation
1260,0.016717857414079704,,SliceDeviceOperation,0,3.352,0.452,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1286144.0,,SliceDeviceOperation
1261,0.29953267347897383,,ReshapeViewDeviceOperation,0,58.097,10.059,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1287168.0,,ReshapeViewDeviceOperation
1262,0.03505739973504569,,TransposeDeviceOperation,0,7.507,0.47,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1288192.0,,TransposeDeviceOperation
1263,0.04474795588595152,,ReshapeViewDeviceOperation,0,7.394,2.788,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1289216.0,,ReshapeViewDeviceOperation
1264,0.11143040871030255,,TransposeDeviceOperation,0,3.693,21.662,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1290240.0,,TransposeDeviceOperation
1265,0.06615947042890534,,ReshapeViewDeviceOperation,0,7.255,7.799,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1291264.0,,ReshapeViewDeviceOperation
1266,0.06683627117595273,,TransposeDeviceOperation,0,3.429,11.779,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1292288.0,,TransposeDeviceOperation
1267,0.19516472451221123,,LayerNormDeviceOperation,0,7.835,36.573,32,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1293312.0,,LayerNormDeviceOperation
1268,0.08186212672241394,,LayerNormDeviceOperation,0,6.014,12.613,4,,,,,"BF16, BF16 => BF16",BFLOAT16,BFLOAT16,BFLOAT16,False,DEV_3_DRAM_INTERLEAVED,,,,1294336.0,,LayerNormDeviceOperation
1269,0.13775971569446435,,SliceDeviceOperation,0,1.919,29.427,64,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1295360.0,,SliceDeviceOperation
1270,0.18353166232107848,,SliceDeviceOperation,0,3.145,38.616,110,,,,,BF16 => BF16,BFLOAT16,BFLOAT16,nan,False,DEV_3_DRAM_INTERLEAVED,,,,1296384.0,,SliceDeviceOperation
