GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,1,110,,,220,2466,1245139786397,1245139789726,2018,1245139786846,1245139789570,1888,1245139787021,1245139789570,1798,1491,1471,98,1509,,0,0
2051,,,3,blackhole,,88,110,,,394,4541,1245146272397,1245146278528,3614,1245146273501,1245146278380,3614,1245146273501,1245146278380,3614,3191,3221,252,3252,,4802813,4802813
3075,,,3,blackhole,,88,110,,,194,4664,1245146568865,1245146575161,3627,1245146570118,1245146575015,3627,1245146570119,1245146575015,3627,3214,3236,254,3279,,216078,216123
4099,,,3,blackhole,,88,110,,,210,4516,1245146645282,1245146651379,3485,1245146646524,1245146651229,3485,1245146646524,1245146651229,3485,3053,3080,252,3128,,52967,52967
5123,,,3,blackhole,,88,110,,,216,4617,1245146700809,1245146707042,3589,1245146702049,1245146706894,3588,1245146702050,1245146706894,3588,3187,3209,254,3252,,37646,37644
6147,,,3,blackhole,,88,110,,,203,4655,1245146756459,1245146762743,3628,1245146757695,1245146762593,3628,1245146757695,1245146762593,3626,3213,3227,247,3283,,37629,37629
7171,,,3,blackhole,,88,110,,,204,4661,1245146812318,1245146818611,3627,1245146813563,1245146818459,3624,1245146813566,1245146818459,3624,3214,3214,253,3267,,37759,37753
8195,,,3,blackhole,,88,110,,,232,4633,1245146868019,1245146874274,3609,1245146869254,1245146874126,3609,1245146869254,1245146874126,3609,3198,3225,251,3268,,37627,37627
9219,,,3,blackhole,,1,110,,,104,20738,1245150971981,1245150999977,20214,1245150972539,1245150999828,20190,1245150972571,1245150999828,20110,17984,18137,18084,18320,,3035850,3035829
10243,,,3,blackhole,,1,110,,,93,20702,1245151162003,1245151189951,20159,1245151162592,1245151189807,20156,1245151162596,1245151189807,20103,17956,18117,18040,18285,,120564,120567
