# PROVENANCE: T1.5 re-reduction, 2026-09-11, analysis only (no device). Reducer scripts: revamp/data/t15_scripts/ (reduce_walls.py -> reduced_runs.csv, build_targets.py -> this file, render_md.py, make_figs.py; roofline_sdpa_756bfc3.py is the pinned model copy)
# PROVENANCE: card p100a, 11x10 grid = 110 worker cores, 1350 MHz; Sept 2 data at tt-metal 73e0e2512248d3b4495df78a8844206d9610b9db (branch mvlahovic/analyze_single_chip_sdpa, PROVENANCE.txt); July data 2026-07-22..30 same kernel (SDPA op dir byte-identical to merge-base 0b01ab90e38, kernel_drift.md)
# PROVENANCE: model = polaris ttsim/perf/roofline_sdpa.py at commit 756bfc3 (branch mvlahovic/roofline_model_sdpa; file extracted with git show, the working tree was being edited concurrently on 2026-09-11), predict() with num_cores=110, ARCH_BH, read-only
# PROVENANCE: init_fit_cyc from handoff/investigations/data/dispatch_decomp_fits.csv (dev basis intercepts); q512 and k!=128 causal rows reuse the causal q128 intercept per analyze_a.py single_point_gaps
# PROVENANCE: source CSVs (from the campaign capture tree, not in git): a2_q128_k256.csv; handoff/investigations/data/a2_q128_k512.csv; handoff/investigations/data/a2_q512_k128.csv; handoff/investigations/data/a2_q512_k512.csv; handoff/investigations/data/a3_causal_q128.csv; handoff/investigations/data/a3_causal_q256.csv; handoff/investigations/data/a3_causal_q64.csv; handoff/investigations/data/a3_cross.csv; handoff/investigations/data/a3_mla.csv; handoff/investigations/data/a3_noncausal_q128.csv; handoff/investigations/data/a3_noncausal_q256.csv; handoff/investigations/data/a3_noncausal_q64.csv; handoff/investigations/data/a3_q128_k256.csv; handoff/investigations/data/a3_q128_k512.csv; handoff/investigations/data/a3_q512_k128.csv; handoff/investigations/data/a3_q512_k512.csv; handoff/investigations/data/a_causal_q128.csv; handoff/investigations/data/a_causal_q256.csv; handoff/investigations/data/a_causal_q64.csv; handoff/investigations/data/a_cross.csv; handoff/investigations/data/a_mla.csv; handoff/investigations/data/a_noncausal_q128.csv; handoff/investigations/data/a_noncausal_q256.csv; handoff/investigations/data/a_noncausal_q64.csv; verif_data/chunked_sweep.csv; verif_data/ck_devprof.csv; verif_data/cross_devprof.csv; verif_data/gap_batch_sweep.csv; verif_data/gap_headdim_sweep.csv; verif_data/gap_sink_sweep.csv; verif_data/mask_devprof.csv; verif_data/mla_devprof.csv; verif_data/mla_prefill_nh128.csv; verif_data/mla_prefill_sweep.csv; verif_data/nc_devprof.csv; verif_data/p2_cross_sweep.csv; verif_data/p2_mask_sweep.csv; verif_data/p2_window_sweep.csv; verif_data/prefill_devprof.csv; verif_data/sp_devprof.csv; verif_data/sparse_sweep.csv; verif_data/sweep_baseline.csv; verif_data/sweep_bf16.csv; verif_data/sweep_expacc.csv; verif_data/sweep_hd64.csv; verif_data/sweep_hifi4.csv; verif_data/sweep_noncausal.csv; verif_data/sweep_q256.csv; verif_data/sweep_q512.csv; verif_data/sweep_q64.csv; verif_data/sweep_wan.csv; verif_data/win_devprof.csv
# BASES: wall_dev = max(KERNEL zone end) - min(KERNEL zone start) over all cores and RISCs; wall_core_max = max over cores of (per-core max end - min start over its 5 RISCs) = wall-setting core span; wall_core_mean/median = mean/median per-core span (the July 'core' bases); wall_t1_mean = mean TRISC_1 kernel span (counter normalizer)
# INVOCATIONS: sept_clean = single invocation per config (cross/mla: warm 2nd); july_devprof = mean over invocations excluding the first; july_counter = warm 2nd invocation (or the single run for sweep_*.csv)
# FORMULAS (DERIVED): Q_mean = ceil(S/q_chunk)*nh*batch/110; Q_ceil = ceil(Q_mean) (model assumption); Q_wallcore_kernel = chunks on the heaviest core per sdpa_program_factory.cpp:384-399 (causal and even ceil(S/q_chunk): pairs, base=(pairs//110)*2 + 2 if pairs%110 else 0; otherwise base=total//110 + 1 if total%110); cores_heavy_kernel = pairs%110 or total%110 (110 if 0); cores_active_kernel = min(110, pairs or total); pair_distribute = 1 when the pair rule applies; K_eff from predict(); inner_iters_mean = Q_mean*K_eff; inner_iters_wallcore = Q_wallcore_kernel*K_eff; kct = k_chunk/32
# FORMULAS (MODEL): model_floor_cyc = max(math_active, unpack_min, pack_min) from predict() [FPU+SFPU union with overlap, mean-core load]; kernel_floor_wallcore_cyc = model_floor_cyc*Q_wallcore_kernel/Q_mean; model_floor_wallcore_ceil_cyc = model_floor_cyc*Q_ceil/Q_mean; quant_loss_cyc = kernel_floor_wallcore_cyc - model_floor_cyc = straggler quantization loss on the kernel's actual split; quant_loss_model_ceil_cyc = same with the model's ceil(Q); model_init_cyc = ArchConfig.init_overhead_cycles = 30000 (ASSUMED)
# FORMULAS (RESIDUALS): residual_dev_cyc = wall_dev_cyc - model_floor_cyc - 30000; residual_dev_per_iter = residual_dev_cyc/inner_iters_mean; residual_dev_per_ktile = residual_dev_per_iter/kct; residual_dev_per_qchunk = residual_dev_cyc/Q_mean
# FORMULAS (RESIDUALS): residual_wallcore_cyc = wall_core_max_cyc - kernel_floor_wallcore_cyc - 30000; residual_wallcore_per_iter = /inner_iters_wallcore; _per_ktile = /kct; _per_qchunk = /Q_wallcore_kernel; residual_meancore_cyc = wall_core_mean_cyc - model_floor_cyc - 30000
# FORMULAS (RESIDUALS): residual_dev_fitinit_cyc = wall_dev_cyc - model_floor_cyc - init_fit_cyc (earlier dispatch_util.md convention); _per_iter = /inner_iters_mean; _per_ktile = /kct
# FORMULAS (COUNTERS, MEASURED): *_pct = mean over active cores (FPU_COUNTER>0) of counter value / normalizer (counter_norm: t1_mean = mean TRISC_1 span of the counter run; wall_core_max when fewer cores are active than zoned, since idle cores would dilute the mean); model_math_wallcore_err_pct = (model_math_active*Q_wallcore_kernel/Q_mean - MATH)/MATH, the valid comparison on reduced-core rows; meas_overlap = (FPU+SFPU-MATH)/min(FPU,SFPU); math_pct_of_devwall = MATH_COUNTER mean / wall_dev (clean); model_math_err_pct = (model_math_active - MATH)/MATH; counter_vs_clean_wall_pct = (counter-run dev wall - clean dev wall)/clean
# FORMULAS (MODEL WALL): model_wall_cyc = predict().wall_clock_cycles = 30000 + Q_ceil*(floor/Q_mean + dispatch_const*K_eff); model_wall_err_pct = (model_wall - wall_dev)/wall_dev; floor_pct_wall = model_floor_cyc/wall_dev
# TAGS: wall_*, meas_*, *_pct, cores_active, cores_at_max_span = MEASURED; model_* = MODEL; Q_wallcore_kernel, cores_heavy_kernel, cores_active_kernel = SOURCE-DERIVED (program factory rule; MLA and chunked assumed to share the factory: INFERRED); residual_*, quant_*, inner_iters_*, Q_* = DERIVED; init_fit_cyc = MEASURED FIT (Sept families only)
config_id,source,wall_file,counter_file,run_idx,n_invocations,note,variant,S,kv_seq,q_chunk,k_chunk,nh,nkv,head_dim,v_head_dim,batch,dtype,fidelity,exp_approx,causal,window,chunk_start,mask,sink,cores_grid,cores_active,cores_at_max_span,q_chunks_total,Q_mean,Q_ceil,Q_wallcore_kernel,pair_distribute,cores_heavy_kernel,cores_active_kernel,K_eff,kct,inner_iters_mean,inner_iters_wallcore,wall_dev_cyc,wall_dev_us,wall_core_max_cyc,wall_core_max_us,wall_core_mean_cyc,wall_core_median_cyc,wall_t1_mean_cyc,model_fpu_cyc,model_sfpu_cyc,model_overlap,model_math_active_cyc,model_l1_floor_cyc,model_floor_cyc,model_init_cyc,model_floor_wallcore_ceil_cyc,kernel_floor_wallcore_cyc,model_dispatch_const,model_wall_cyc,model_wall_us,model_wall_err_pct,quant_loss_cyc,quant_loss_pct_wall,quant_loss_model_ceil_cyc,floor_pct_wall,residual_dev_cyc,residual_dev_pct,residual_dev_per_iter,residual_dev_per_ktile,residual_dev_per_qchunk,residual_wallcore_cyc,residual_wallcore_pct,residual_wallcore_per_iter,residual_wallcore_per_ktile,residual_wallcore_per_qchunk,residual_meancore_cyc,residual_meancore_per_iter,init_fit_cyc,residual_dev_fitinit_cyc,residual_dev_fitinit_per_iter,residual_dev_fitinit_per_ktile,meas_fpu_cyc,meas_sfpu_cyc,meas_math_cyc,meas_overlap,fpu_pct,sfpu_pct,math_pct,math_pct_of_devwall,model_math_err_pct,model_math_wallcore_err_pct,counter_norm,packer_sem2_wait_pct,unpack_sem0_wait_pct,math_sem1_wait_pct,srca_wait_pct,srcb_wait_pct,t0_instr_avail_pct,t0_ipc_pct,packer_busy_pct,unpack0_busy_pct,unp_l1_req_pct,counter_wall_dev_cyc,counter_vs_clean_wall_pct
prefill_causal_S1024_q64_k128_nh32_nkv8_sept_clean,sept_clean,handoff/investigations/data/a3_causal_q64.csv,handoff/investigations/data/a_causal_q64.csv,0,1,,prefill_causal,1024,1024,64,128,32,8,128,128,1,bfp8_b,HiFi2,1,1,0,0,0,0,110,110,36,512,4.6545,5,6,1,36,110,4.5,4,20.945,27.0,360810,267.3,360777,267.2,271148,275446,270212,53834,25482,0.095,76895,3739,76895,30000,82602,99122,10560,350202,259.4,-2.9,22227,6.2,5707,21.3,253915,70.4,12123,3031,54552,231655,64.2,8580,2145,38609,164253,7842,40494,243421,11622,2905,47039,19288,66295,0.002,17.3,7.1,24.4,18.4,16.0,49.5,t1_mean,74.7,10.8,0.0,0.0,0.0,9.2,5.7,8.2,22.9,7.5,363029,0.6
prefill_noncausal_S1024_q64_k128_nh32_nkv8_sept_clean,sept_clean,handoff/investigations/data/a3_noncausal_q64.csv,handoff/investigations/data/a_noncausal_q64.csv,0,1,,prefill_noncausal,1024,1024,64,128,32,8,128,128,1,bfp8_b,HiFi2,1,0,0,0,0,0,110,110,10,512,4.6545,5,5,0,72,110,8.0,4,37.236,40.0,354514,262.6,354396,262.5,252210,261876,251247,95706,45302,0.36,124699,4558,124699,30000,133954,133954,3680,311154,230.5,-12.2,9255,2.6,9255,35.2,199815,56.4,5366,1342,42929,190442,53.7,4761,1190,38088,97511,2619,12261,217554,5843,1461,87729,36817,124437,0.003,35.0,14.7,49.7,35.1,0.2,7.6,t1_mean,54.8,21.7,0.0,0.0,0.0,18.0,11.1,16.2,44.9,15.2,351397,-0.9
prefill_causal_S4096_q64_k128_nh32_nkv8_sept_clean,sept_clean,handoff/investigations/data/a3_causal_q64.csv,handoff/investigations/data/a_causal_q64.csv,1,1,,prefill_causal,4096,4096,64,128,32,8,128,128,1,bfp8_b,HiFi2,1,1,0,0,0,0,110,110,55,2048,18.6182,19,20,1,34,110,16.5,4,307.2,330.0,4738479,3510.0,4738393,3509.9,3876521,4209480,3875584,789578,373739,0.095,1127812,39262,1127812,30000,1150941,1211517,10560,4491501,3327.0,-5.2,83705,1.8,23129,23.8,3580667,75.6,11656,2914,192321,3496876,73.8,10597,2649,174844,2718709,8850,40494,3570173,11622,2905,714529,308615,1022566,0.002,18.4,8.0,26.4,21.6,10.3,18.5,t1_mean,74.9,11.4,0.0,0.0,0.0,9.6,5.9,8.3,24.0,7.9,4740113,0.0
prefill_noncausal_S4096_q64_k128_nh32_nkv8_sept_clean,sept_clean,handoff/investigations/data/a3_noncausal_q64.csv,handoff/investigations/data/a_noncausal_q64.csv,1,1,,prefill_noncausal,4096,4096,64,128,32,8,128,128,1,bfp8_b,HiFi2,1,0,0,0,0,0,110,110,10,2048,18.6182,19,19,0,68,110,32.0,4,595.782,608.0,5488318,4065.4,5488270,4065.4,3970343,3868196,3969383,1531302,724828,0.36,1995192,66847,1995192,30000,2036109,2036109,3680,4303549,3187.8,-21.6,40917,0.7,40917,36.4,3463126,63.1,5813,1453,186008,3422161,62.4,5629,1407,180114,1945151,3265,12261,3480865,5843,1461,1403662,610192,2012214,0.003,35.3,15.4,50.7,36.7,-0.8,1.2,t1_mean,54.7,21.9,0.0,0.0,0.0,18.2,11.2,16.3,45.5,15.3,5512998,0.4
prefill_causal_S1024_q128_k128_nh32_nkv8_sept_clean,sept_clean,handoff/investigations/data/a3_causal_q128.csv,handoff/investigations/data/a_causal_q128.csv,0,1,,prefill_causal,1024,1024,128,128,32,8,128,128,1,bfp8_b,HiFi2,1,1,0,0,0,0,110,110,18,256,2.3273,3,4,1,18,110,4.5,4,10.473,18.0,254257,188.3,254144,188.3,158981,156563,157902,48558,21115,0.547,58113,2599,58113,30000,74911,99882,10560,247471,183.3,-2.7,41769,16.4,16798,22.9,166144,65.3,15864,3966,71390,124262,48.9,6903,1726,31066,70868,6767,102075,94069,8982,2246,49534,19479,58929,0.518,31.3,12.3,37.2,23.2,-1.4,69.5,t1_mean,58.6,1.6,0.0,0.0,0.0,18.0,10.1,14.6,44.4,13.5,255248,0.4
prefill_noncausal_S1024_q128_k128_nh32_nkv8_sept_clean,sept_clean,handoff/investigations/data/a3_noncausal_q128.csv,handoff/investigations/data/a_noncausal_q128.csv,0,1,,prefill_noncausal,1024,1024,128,128,32,8,128,128,1,bfp8_b,HiFi2,1,0,0,0,0,0,110,110,36,256,2.3273,3,3,0,36,110,8.0,4,18.618,24.0,227177,168.3,227177,168.3,172763,150860,171608,86326,37538,0.68,98338,2532,98338,30000,126764,126764,3680,245084,181.5,7.9,28426,12.5,28426,43.3,98839,43.5,5309,1327,42470,70413,31.0,2934,733,23471,44425,2386,91580,37259,2001,500,87729,35998,99863,0.663,51.2,21.0,58.3,44.0,-1.5,26.9,t1_mean,37.8,2.6,0.0,0.0,0.0,29.1,16.3,23.7,71.6,22.1,228408,0.5
prefill_causal_S4096_q128_k128_nh32_nkv8_sept_clean,sept_clean,handoff/investigations/data/a3_causal_q128.csv,handoff/investigations/data/a_causal_q128.csv,1,1,,prefill_causal,4096,4096,128,128,32,8,128,128,1,bfp8_b,HiFi2,1,1,0,0,0,0,110,110,57,1024,9.3091,10,10,1,72,110,16.5,4,153.6,165.0,2474783,1833.2,2474648,1833.1,2017280,2287306,2016190,712193,309688,0.547,852327,22550,852327,30000,915586,915586,10560,2687986,1991.1,8.6,63259,2.6,63259,34.4,1592456,64.3,10368,2592,171065,1529062,61.8,9267,2317,152906,1134953,7389,102075,1520381,9898,2475,724508,304463,875962,0.503,36.0,15.1,43.5,35.4,-2.7,4.5,t1_mean,54.1,1.8,0.0,0.0,0.0,20.8,11.5,16.5,51.3,15.5,2471359,-0.1
prefill_noncausal_S4096_q128_k128_nh32_nkv8_sept_clean,sept_clean,handoff/investigations/data/a3_noncausal_q128.csv,handoff/investigations/data/a_noncausal_q128.csv,1,1,,prefill_noncausal,4096,4096,128,128,32,8,128,128,1,bfp8_b,HiFi2,1,0,0,0,0,0,110,110,36,1024,9.3091,10,10,0,34,110,32.0,4,297.891,320.0,2836345,2101.0,2836152,2100.9,2573064,2480575,2571964,1381222,600608,0.68,1573417,34436,1573417,30000,1690194,1690194,3680,2897794,2146.5,2.2,116777,4.1,116777,55.5,1232928,43.5,4139,1035,132443,1115958,39.3,3487,872,111596,969647,3255,91580,1171348,3932,983,1403662,597085,1607268,0.659,54.7,23.3,62.6,56.7,-2.1,5.2,t1_mean,34.1,2.9,0.0,0.0,0.0,31.6,17.4,25.3,77.4,23.7,2817107,-0.7
prefill_causal_S16384_q128_k128_nh32_nkv8_sept_clean,sept_clean,handoff/investigations/data/a3_causal_q128.csv,handoff/investigations/data/a_causal_q128.csv,2,1,,prefill_causal,16384,16384,128,128,32,8,128,128,1,bfp8_b,HiFi2,1,1,0,0,0,0,110,110,55,4096,37.2364,38,38,1,68,110,64.5,4,2401.745,2451.0,37053253,27446.9,37053165,27446.8,30879987,33744126,30878896,11136105,4842399,0.547,13327291,284665,13327291,30000,13600605,13600605,10560,39513165,29269.0,6.6,273314,0.7,273314,36.0,23695962,64.0,9866,2467,636366,23422560,63.2,9556,2389,616383,17522696,7296,102075,23623887,9836,2459,11320003,4842589,13667448,0.515,36.7,15.7,44.3,36.9,-2.5,-0.5,t1_mean,53.6,1.8,0.0,0.0,0.0,21.2,11.7,16.6,52.4,15.8,37054511,0.0
prefill_noncausal_S16384_q128_k128_nh32_nkv8_sept_clean,sept_clean,handoff/investigations/data/a3_noncausal_q128.csv,handoff/investigations/data/a_noncausal_q128.csv,2,1,,prefill_noncausal,16384,16384,128,128,32,8,128,128,1,bfp8_b,HiFi2,1,0,0,0,0,0,110,110,110,4096,37.2364,38,38,0,26,110,128.0,4,4766.255,4864.0,43432620,32172.3,43432619,32172.3,40990875,40470768,40989787,22099559,9609723,0.68,25174670,526671,25174670,30000,25690947,25690947,3680,43620467,32311.5,0.4,516277,1.2,516277,58.0,18227950,42.0,3824,956,489520,17711672,40.8,3641,910,466097,15786205,3312,91580,18166370,3811,953,22458591,9637814,25792569,0.654,54.9,23.5,63.0,59.4,-2.4,-0.4,t1_mean,33.8,2.9,0.0,0.0,0.0,32.0,17.5,25.5,78.0,23.8,43384010,-0.1
