GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,32,110,,,319,1053,8898405511384,8898405512805,550,8898405511878,8898405512620,449,8898405512014,8898405512620,359,170,353,205,423,,0,0
2051,,,3,blackhole,,1,110,,,114,2142,8898411301131,8898411304023,1633,8898411301673,8898411303877,1607,8898411301707,8898411303877,1519,1083,1157,142,1189,,4289258,4287126
3075,,,3,blackhole,,1,110,,,25,1786,8898416576472,8898416578883,1248,8898416577049,8898416578734,1248,8898416577049,8898416578734,1223,527,615,887,201,,3905590,3905590
4099,,,3,blackhole,,7,110,,,237,11416,8898428185408,8898428200819,10813,8898428186075,8898428200673,10804,8898428186088,8898428200673,10767,1987,2034,2049,2347,,8597765,8598276
5123,,,3,blackhole,,1,110,,,38,3088,8898433370433,8898433374602,2542,8898433371023,8898433374455,2542,8898433371023,8898433374455,2504,1716,1781,113,1853,,3829554,3829554
6147,,,3,blackhole,,7,110,,,94,11439,8898433511023,8898433526465,10836,8898433511684,8898433526313,10834,8898433511687,8898433526313,10787,1937,1990,2005,2292,,101648,101653
7171,,,3,blackhole,,1,110,,,19,3102,8898433542010,8898433546198,2550,8898433542607,8898433546049,2550,8898433542607,8898433546049,2532,1727,1790,110,1873,,12071,12071
8195,,,3,blackhole,,110,110,,,295,3865,8898436374439,8898436379657,3261,8898436375100,8898436379502,3261,8898436375100,8898436379502,3246,925,,,,,2095760,2095760
9219,,,3,blackhole,,110,110,,,164,3859,8898436529336,8898436534546,3259,8898436529987,8898436534386,3259,8898436529987,8898436534386,3247,947,,,,,111487,111487
10243,,,3,blackhole,,32,110,,,164,2004,8898439045090,8898439047796,1079,8898439046194,8898439047651,1079,8898439046194,8898439047651,1076,1065,,,,,1860152,1860152
