GLOBAL CALL COUNT,METAL TRACE ID,METAL TRACE REPLAY SESSION ID,DEVICE ID,DEVICE ARCH,OP NAME,CORE COUNT,AVAILABLE WORKER CORE COUNT,DEVICE TRACE FIRMWARE DURATION [ns],DEVICE TRACE KERNEL DURATION [ns],DEVICE KERNEL FIRST TO LAST START [ns],DEVICE FW DURATION [ns],DEVICE FW START CYCLE,DEVICE FW END CYCLE,DEVICE KERNEL DURATION [ns],DEVICE KERNEL START CYCLE,DEVICE KERNEL END CYCLE,DEVICE KERNEL DURATION DM START [ns],DEVICE KERNEL DM START CYCLE,DEVICE KERNEL DM END CYCLE,DEVICE BRISC KERNEL DURATION [ns],DEVICE NCRISC KERNEL DURATION [ns],DEVICE TRISC0 KERNEL DURATION [ns],DEVICE TRISC1 KERNEL DURATION [ns],DEVICE TRISC2 KERNEL DURATION [ns],DEVICE ERISC KERNEL DURATION [ns],OP TO OP LATENCY [ns],OP TO OP LATENCY BR/NRISC START [ns]
1027,,,3,blackhole,,32,110,,,329,1044,9975145298720,9975145300130,565,9975145299195,9975145299958,449,9975145299352,9975145299958,353,164,344,225,412,,0,0
2051,,,3,blackhole,,1,110,,,82,2137,9975150963432,9975150966317,1600,9975150964011,9975150966171,1599,9975150964013,9975150966171,1518,1074,1154,144,1185,,4195595,4196860
3075,,,3,blackhole,,1,110,,,36,1795,9975156166033,9975156168456,1267,9975156166597,9975156168307,1257,9975156166610,9975156168307,1231,536,627,906,201,,3853181,3852064
4099,,,3,blackhole,,103,110,,,385,40121,9975686596844,9975686651008,38661,9975686598670,9975686650862,38661,9975686598670,9975686650862,38660,37919,38079,38055,38134,,392914015,392914015
5123,,,3,blackhole,,110,110,,,304,17450,9976039921857,9976039945415,15494,9976039924350,9976039945267,15485,9976039924362,9976039945267,15469,14819,14874,15160,14584,,261682814,261680945
6147,,,3,blackhole,,103,110,,,204,40514,9976041151141,9976041205835,39055,9976041152966,9976041205690,39055,9976041152966,9976041205690,39053,38279,38441,38416,38489,,894596,894596
7171,,,3,blackhole,,110,110,,,1182,26273,9976041192130,9976041227598,15649,9976041206326,9976041227452,15648,9976041206327,9976041227452,15648,15051,15116,15381,14841,,471,472
8195,,,3,blackhole,,2,110,,,99,2306,9976582129571,9976582132684,1714,9976582130222,9976582132536,1714,9976582130222,9976582132536,1656,1099,1167,117,456,,400651404,400651404
9219,,,3,blackhole,,2,110,,,137,2320,9976582384303,9976582387435,1705,9976582384986,9976582387288,1704,9976582384987,9976582387288,1639,1096,1168,110,481,,186980,186952
10243,,,3,blackhole,,32,110,,,217,1476,9976583213830,9976583215822,531,9976583214939,9976583215656,530,9976583214940,9976583215656,496,199,399,263,529,,612947,612647
